district,property_type,property_subtype,area,floor,price_per_sqm,total_price,build_year,transaction_date,property_condition,has_elevator,has_parking,green_ratio,plot_ratio
莲湖区,商铺,社区商铺,78.28,23,18902.72,147.96,2020,2023-07,良,True,True,0.28,2.31
经开区,住宅,中档小区,135.34,4,15488.01,209.62,2023,2023-01,优,False,True,0.4,3.55
莲湖区,住宅,中档小区,123.09,17,11398.87,140.31,1997,2023-10,差,False,False,0.28,2.43
未央区,商铺,商场商铺,123.1,32,24642.74,303.35,2010,2023-10,中,False,True,0.26,4.27
碑林区,商铺,临街商铺,68.61,6,30928.73,212.19,2015,2022-02,优,False,False,0.33,4.43
曲江新区,写字楼,甲级写字楼,593.89,32,28387.67,1685.91,2010,2022-01,差,False,True,0.28,3.52
莲湖区,写字楼,普通写字楼,431.45,2,11436.46,493.43,2000,2021-10,优,False,False,0.37,2.25
新城区,写字楼,乙级写字楼,160.89,29,15189.54,244.38,1993,2023-10,良,False,True,0.35,2.5
莲湖区,写字楼,乙级写字楼,445.55,20,21720.84,967.77,1995,2023-01,优,True,True,0.25,2.29
高新区,商铺,临街商铺,279.58,10,35146.31,982.61,2010,2019-09,良,True,True,0.34,4.07
莲湖区,商铺,商场商铺,174.52,1,25747.9,449.36,1998,2020-07,中,False,True,0.36,2.18
经开区,商铺,商场商铺,165.72,22,19283.96,319.57,1997,2021-02,良,True,True,0.4,2.88
莲湖区,商铺,临街商铺,187.99,26,28437.18,534.6,2011,2021-02,中,True,True,0.26,3.24
雁塔区,住宅,中档小区,86.62,3,21662.64,187.63,2005,2021-10,差,False,False,0.25,2.78
高新区,住宅,普通住宅,60.82,20,16828.29,102.35,2016,2021-11,优,True,False,0.45,1.96
莲湖区,商铺,社区商铺,121.25,16,14277.28,173.12,2003,2021-05,中,True,True,0.26,2.17
灞桥区,写字楼,甲级写字楼,527.32,28,17317.78,913.19,1993,2020-11,良,False,False,0.29,2.48
碑林区,住宅,普通住宅,62.71,19,11470.1,71.93,2002,2019-01,中,True,True,0.26,1.73
碑林区,商铺,社区商铺,130.69,4,33949.53,443.68,2020,2022-07,差,False,True,0.37,2.08
长安区,住宅,高档小区,156.46,30,18068.95,282.7,2013,2020-05,良,True,True,0.36,1.62
未央区,写字楼,乙级写字楼,758.8,22,22232.96,1687.03,2017,2021-09,良,True,True,0.28,3.37
经开区,住宅,普通住宅,71.91,29,10421.54,74.94,2006,2022-12,差,False,False,0.26,3.6
新城区,写字楼,乙级写字楼,253.0,5,22448.46,567.94,1996,2020-09,差,False,True,0.34,3.17
长安区,商铺,临街商铺,61.38,27,19071.37,117.05,2022,2023-09,优,False,False,0.45,2.01
高新区,商铺,商场商铺,193.76,6,29337.3,568.43,2013,2020-07,良,False,False,0.34,2.24
长安区,写字楼,普通写字楼,198.93,2,18296.89,363.99,2018,2021-04,良,False,False,0.34,2.39
碑林区,商铺,商场商铺,68.27,1,33275.4,227.18,2012,2023-01,优,False,False,0.35,2.7
长安区,写字楼,普通写字楼,487.87,3,11343.4,553.41,2001,2020-12,差,False,False,0.28,2.42
曲江新区,商铺,临街商铺,94.0,27,30850.46,290.01,2002,2023-09,差,True,False,0.38,4.01
莲湖区,写字楼,甲级写字楼,942.17,6,20214.74,1904.58,2008,2023-02,差,False,True,0.34,1.52
碑林区,商铺,社区商铺,64.15,2,21486.77,137.85,1993,2023-07,优,False,True,0.39,4.28
雁塔区,写字楼,乙级写字楼,179.53,2,35209.35,632.11,2013,2022-10,良,False,True,0.32,3.92
雁塔区,商铺,商场商铺,47.34,2,40888.78,193.57,2019,2023-03,中,False,True,0.45,3.07
高新区,商铺,商场商铺,161.3,32,45961.22,741.37,2010,2020-03,良,False,False,0.34,1.75
莲湖区,写字楼,甲级写字楼,222.17,2,31229.61,693.82,2012,2020-03,中,False,True,0.44,3.98
新城区,商铺,商场商铺,167.92,30,39454.37,662.5,2017,2022-12,中,False,False,0.36,4.25
长安区,商铺,临街商铺,195.36,29,18959.18,370.39,2014,2020-10,优,True,True,0.38,3.48
灞桥区,写字楼,普通写字楼,84.66,12,12597.23,106.64,2022,2023-11,优,True,True,0.28,2.73
长安区,商铺,商场商铺,62.05,10,23488.84,145.75,1999,2022-03,良,True,False,0.38,3.34
高新区,住宅,高档小区,101.02,14,19587.05,197.87,2019,2020-03,中,True,False,0.37,2.94
高新区,商铺,临街商铺,233.68,14,26409.89,617.16,1994,2019-07,差,False,True,0.32,2.84
新城区,商铺,商场商铺,187.31,2,29822.71,558.6,1993,2023-01,良,False,True,0.33,4.29
经开区,商铺,社区商铺,43.53,6,11429.94,49.76,2002,2020-11,中,False,True,0.32,4.02
未央区,写字楼,甲级写字楼,268.03,31,26634.74,713.88,2001,2022-04,优,True,False,0.36,4.36
雁塔区,商铺,社区商铺,96.9,2,18485.01,179.12,2022,2023-10,优,False,False,0.37,2.41
灞桥区,商铺,社区商铺,103.07,6,18164.69,187.23,2016,2022-11,差,False,False,0.29,3.6
长安区,写字楼,乙级写字楼,413.17,19,13628.25,563.08,2016,2019-02,良,True,False,0.37,3.82
未央区,住宅,普通住宅,73.23,5,8621.01,63.13,1997,2021-11,优,False,True,0.29,2.36
新城区,住宅,普通住宅,96.84,11,12690.66,122.89,2003,2019-06,优,False,False,0.39,4.19
碑林区,住宅,普通住宅,107.48,33,19382.2,208.32,1998,2020-07,差,True,True,0.29,2.4
曲江新区,写字楼,甲级写字楼,596.29,3,23540.62,1403.7,1997,2022-03,中,False,True,0.28,2.21
莲湖区,写字楼,甲级写字楼,404.1,10,28815.4,1164.43,1995,2019-08,中,False,False,0.27,1.72
莲湖区,商铺,临街商铺,122.44,4,22510.73,275.63,2009,2023-01,优,False,True,0.3,2.92
莲湖区,住宅,中档小区,148.97,29,14078.06,209.72,2022,2023-07,差,False,False,0.45,3.55
经开区,商铺,商场商铺,155.8,31,32020.38,498.88,2006,2022-03,良,False,False,0.31,3.29
高新区,写字楼,普通写字楼,208.06,24,13249.45,275.66,2013,2019-11,中,False,False,0.33,3.68
雁塔区,写字楼,乙级写字楼,284.33,32,32292.01,918.16,2010,2022-03,良,True,True,0.36,4.2
经开区,写字楼,普通写字楼,477.89,13,13104.64,626.26,2002,2020-04,良,False,True,0.37,3.75
未央区,住宅,普通住宅,98.73,4,15232.85,150.39,2018,2019-08,差,False,False,0.29,1.62
未央区,住宅,中档小区,142.91,3,12654.35,180.85,2008,2023-04,优,False,True,0.38,3.47
新城区,住宅,高档小区,199.12,26,25134.49,500.49,2001,2020-03,良,False,True,0.26,2.25
未央区,商铺,临街商铺,184.26,18,23380.04,430.8,2010,2022-05,差,True,True,0.41,2.92
未央区,写字楼,乙级写字楼,512.04,26,21063.77,1078.56,2021,2022-10,优,True,True,0.41,3.06
新城区,写字楼,甲级写字楼,348.48,4,21989.0,766.28,2002,2022-01,优,False,False,0.26,2.17
灞桥区,住宅,中档小区,100.4,17,10851.64,108.95,2013,2020-10,优,True,True,0.32,4.33
莲湖区,商铺,临街商铺,73.44,15,23211.27,170.47,1993,2020-12,优,False,False,0.42,2.01
高新区,商铺,临街商铺,178.75,18,27035.89,483.25,2003,2019-09,优,False,True,0.29,3.84
莲湖区,写字楼,普通写字楼,429.0,2,18582.57,797.18,2002,2020-11,中,False,True,0.45,3.85
灞桥区,住宅,高档小区,188.73,3,14999.55,283.09,2019,2023-09,中,False,False,0.4,1.93
经开区,住宅,中档小区,70.88,19,11864.08,84.09,2004,2019-12,优,True,True,0.3,2.3
莲湖区,住宅,普通住宅,91.04,18,12701.3,115.63,1998,2022-02,中,True,False,0.39,3.04
雁塔区,写字楼,甲级写字楼,629.8,13,43900.75,2764.87,2020,2022-03,优,True,True,0.29,4.27
经开区,商铺,商场商铺,105.6,12,25461.79,268.87,2013,2022-03,差,True,True,0.35,2.48
灞桥区,商铺,商场商铺,125.18,22,26614.23,333.15,2004,2021-10,良,False,True,0.4,2.24
长安区,写字楼,乙级写字楼,464.57,1,14344.13,666.38,2013,2019-05,优,False,True,0.28,3.64
高新区,住宅,中档小区,129.15,5,13287.02,171.6,2001,2023-03,中,False,True,0.41,1.87
长安区,写字楼,乙级写字楼,518.24,6,11052.78,572.8,2008,2019-12,优,False,True,0.33,1.97
高新区,商铺,临街商铺,267.4,29,28786.01,769.73,2016,2020-02,差,False,True,0.35,3.03
碑林区,商铺,商场商铺,113.11,8,41702.93,471.69,1997,2020-09,中,False,True,0.33,4.27
新城区,商铺,临街商铺,244.16,1,25793.25,629.77,1996,2019-08,中,False,True,0.26,3.61
经开区,住宅,普通住宅,95.64,33,9255.61,88.52,2022,2022-10,优,False,True,0.29,1.83
经开区,写字楼,甲级写字楼,828.58,13,19395.46,1607.06,1995,2022-01,中,False,False,0.29,2.21
未央区,商铺,商场商铺,173.23,15,25080.72,434.48,2004,2020-02,良,False,False,0.38,3.14
经开区,商铺,商场商铺,178.27,2,22417.72,399.64,1997,2023-05,差,False,False,0.28,2.23
灞桥区,商铺,商场商铺,83.41,15,21073.34,175.77,2020,2021-06,中,True,True,0.36,3.89
碑林区,住宅,中档小区,102.45,4,16621.06,170.29,2017,2022-08,差,False,False,0.28,2.5
高新区,写字楼,乙级写字楼,369.68,17,16281.51,601.9,1999,2023-07,良,False,False,0.29,3.91
碑林区,住宅,普通住宅,72.61,33,19745.83,143.37,2015,2021-10,良,True,False,0.44,2.8
经开区,住宅,中档小区,74.63,2,17977.17,134.16,2021,2022-01,良,False,True,0.42,2.85
曲江新区,商铺,临街商铺,182.86,11,28422.05,519.72,2014,2020-10,差,False,False,0.29,3.16
经开区,商铺,社区商铺,82.24,6,16830.53,138.41,2014,2019-11,良,False,False,0.33,1.55
长安区,商铺,商场商铺,64.67,25,16918.84,109.42,1994,2019-06,优,False,False,0.37,2.56
长安区,写字楼,普通写字楼,228.61,30,10915.46,249.54,1997,2019-01,差,True,False,0.38,3.72
灞桥区,商铺,社区商铺,131.84,30,13902.14,183.28,2022,2023-01,中,True,True,0.27,2.68
莲湖区,商铺,商场商铺,184.3,24,28173.32,519.23,2012,2021-08,优,False,True,0.27,1.68
雁塔区,住宅,高档小区,193.38,33,28969.88,560.21,2005,2022-02,差,False,True,0.29,2.65
雁塔区,写字楼,普通写字楼,59.95,11,24196.32,145.07,2008,2023-11,优,True,False,0.37,3.18
新城区,商铺,临街商铺,129.69,3,21478.26,278.55,1990,2023-07,差,False,True,0.38,1.64
雁塔区,商铺,临街商铺,115.46,17,26573.6,306.82,2005,2022-05,中,True,True,0.29,2.71
灞桥区,写字楼,普通写字楼,165.23,17,12043.67,199.0,2010,2022-02,优,False,True,0.37,3.68
雁塔区,住宅,高档小区,90.25,14,26939.24,243.14,1992,2019-10,优,True,True,0.4,1.86
未央区,商铺,社区商铺,51.96,3,22805.69,118.49,2018,2020-03,中,False,False,0.41,4.47
雁塔区,写字楼,普通写字楼,61.48,2,21287.79,130.88,1994,2023-03,良,False,True,0.28,3.17
经开区,住宅,高档小区,133.37,15,13539.33,180.58,1999,2020-05,良,False,True,0.3,3.28
未央区,商铺,商场商铺,31.71,27,36021.48,114.23,2018,2021-05,良,False,False,0.33,1.87
长安区,写字楼,乙级写字楼,173.94,29,15900.96,276.59,2000,2019-03,良,False,True,0.26,4.1
碑林区,商铺,商场商铺,37.06,33,55346.22,205.13,2015,2022-06,差,True,False,0.27,3.62
高新区,商铺,临街商铺,88.21,28,37472.13,330.54,2017,2021-09,差,False,True,0.43,2.94
新城区,住宅,中档小区,140.59,13,17021.64,239.31,2015,2022-04,差,False,False,0.38,1.53
雁塔区,商铺,商场商铺,82.79,32,22958.97,190.07,2002,2020-05,良,False,False,0.28,3.15
经开区,写字楼,乙级写字楼,286.91,6,14623.43,419.56,2020,2022-03,差,False,False,0.38,3.05
经开区,住宅,中档小区,137.58,4,10750.18,147.9,2014,2019-08,中,False,True,0.35,2.02
灞桥区,商铺,商场商铺,34.36,16,25225.39,86.67,2022,2023-08,中,False,False,0.41,1.72
碑林区,写字楼,乙级写字楼,538.17,20,26458.86,1423.94,2002,2023-09,中,True,True,0.3,3.79
雁塔区,住宅,高档小区,174.88,12,21709.26,379.64,2019,2020-03,优,False,True,0.31,2.34
曲江新区,写字楼,甲级写字楼,646.33,2,36218.07,2340.88,2015,2023-04,中,False,True,0.32,3.0
高新区,住宅,高档小区,106.59,18,18846.46,200.89,1996,2022-10,中,True,False,0.38,1.99
碑林区,住宅,高档小区,130.7,13,23245.88,303.83,2001,2021-02,差,True,True,0.31,3.43
曲江新区,写字楼,甲级写字楼,981.58,24,31848.51,3126.18,2011,2019-11,优,False,True,0.39,2.61
莲湖区,商铺,临街商铺,138.4,31,25088.66,347.23,2010,2022-01,优,False,False,0.25,4.24
经开区,住宅,中档小区,141.15,24,14331.77,202.29,2020,2020-08,良,False,True,0.45,2.51
经开区,写字楼,甲级写字楼,281.24,3,20019.14,563.02,2012,2023-01,良,False,False,0.32,3.12
经开区,商铺,临街商铺,233.82,7,25355.46,592.85,2009,2023-08,优,False,True,0.41,2.13
未央区,商铺,商场商铺,168.61,23,29268.85,493.51,2011,2020-03,良,True,False,0.27,1.96
雁塔区,写字楼,甲级写字楼,715.15,18,43838.41,3135.1,2006,2020-03,优,False,True,0.42,1.54
新城区,住宅,普通住宅,81.35,2,16267.52,132.33,2009,2020-01,中,False,False,0.43,1.92
莲湖区,写字楼,普通写字楼,244.18,26,16041.51,391.71,2014,2021-12,中,False,False,0.31,1.54
碑林区,商铺,临街商铺,82.0,2,36926.54,302.8,1994,2019-02,差,False,False,0.38,4.41
高新区,写字楼,乙级写字楼,771.28,6,31685.98,2443.88,2011,2022-10,良,False,True,0.37,2.81
曲江新区,写字楼,普通写字楼,207.87,25,17794.78,369.9,2016,2023-04,差,True,False,0.35,2.18
新城区,商铺,商场商铺,67.16,10,31866.89,214.0,2012,2023-06,良,False,True,0.29,2.45
高新区,商铺,临街商铺,52.76,13,25580.92,134.97,1997,2020-07,中,True,False,0.36,1.78
经开区,写字楼,普通写字楼,386.69,1,14662.47,566.99,2005,2022-08,良,False,True,0.26,2.38
未央区,写字楼,甲级写字楼,851.85,1,17087.83,1455.63,2006,2019-10,差,False,True,0.35,3.51
新城区,住宅,中档小区,108.32,4,13951.59,151.12,1999,2019-11,良,False,True,0.34,2.15
高新区,住宅,中档小区,121.78,15,13369.31,162.81,2001,2021-08,良,True,False,0.31,1.69
雁塔区,商铺,社区商铺,68.21,33,13575.51,92.6,1992,2021-06,优,True,True,0.28,4.45
未央区,住宅,普通住宅,61.64,7,8207.27,50.59,1991,2021-08,中,False,False,0.31,2.94
新城区,商铺,商场商铺,142.5,21,32829.89,467.82,2001,2020-07,中,True,False,0.26,3.87
新城区,商铺,社区商铺,103.37,12,22663.4,234.27,2013,2022-12,良,True,True,0.33,2.3
经开区,商铺,社区商铺,148.12,29,13370.3,198.04,1996,2023-02,良,False,True,0.43,2.55
高新区,住宅,高档小区,184.35,1,23603.18,435.12,2006,2019-03,差,False,False,0.25,3.01
未央区,商铺,临街商铺,169.44,3,19902.48,337.24,1994,2023-09,中,False,False,0.28,1.75
莲湖区,住宅,普通住宅,81.26,16,12858.87,104.49,2003,2022-11,中,False,True,0.33,4.47
长安区,商铺,临街商铺,67.76,5,21674.82,146.86,2010,2022-11,中,False,True,0.39,3.03
雁塔区,住宅,高档小区,142.38,6,17472.78,248.77,2013,2021-01,良,False,True,0.43,3.7
长安区,写字楼,甲级写字楼,385.72,7,15532.58,599.12,1998,2023-04,中,False,False,0.38,4.0
莲湖区,住宅,中档小区,130.08,22,16172.42,210.37,2012,2020-01,良,False,False,0.27,4.21
高新区,住宅,高档小区,175.46,14,19417.63,340.71,2004,2020-03,差,True,False,0.3,2.07
长安区,写字楼,普通写字楼,335.3,10,12774.23,428.32,1990,2020-06,优,False,False,0.43,4.16
高新区,商铺,社区商铺,123.88,20,18998.69,235.36,2002,2020-08,优,True,False,0.41,3.62
长安区,写字楼,乙级写字楼,739.64,27,18271.22,1351.42,2005,2019-12,中,False,True,0.33,3.3
雁塔区,商铺,临街商铺,71.06,11,34429.47,244.66,2000,2023-06,差,False,False,0.33,4.07
灞桥区,写字楼,甲级写字楼,767.05,17,18261.52,1400.75,2016,2021-12,良,False,False,0.36,1.59
长安区,商铺,社区商铺,108.24,4,11220.51,121.45,2007,2019-10,中,False,True,0.38,2.68
曲江新区,写字楼,乙级写字楼,488.86,15,34241.73,1673.94,2011,2023-06,优,True,True,0.33,2.4
雁塔区,住宅,中档小区,83.91,4,17870.65,149.95,1990,2020-07,优,False,False,0.34,2.07
雁塔区,住宅,普通住宅,96.41,3,12272.46,118.32,1995,2022-09,优,False,True,0.4,4.0
长安区,商铺,临街商铺,112.11,9,21127.83,236.86,2000,2022-09,优,False,False,0.37,3.62
莲湖区,住宅,普通住宅,109.78,2,12649.48,138.87,2005,2022-11,差,False,True,0.27,3.4
莲湖区,住宅,高档小区,139.64,5,18401.38,256.95,2001,2021-05,优,False,False,0.29,3.61
莲湖区,住宅,高档小区,168.66,8,14913.66,251.54,1993,2022-01,良,False,False,0.43,2.19
灞桥区,住宅,高档小区,133.44,30,10070.11,134.37,1993,2022-11,中,True,True,0.29,1.6
经开区,商铺,社区商铺,73.85,13,16845.34,124.4,2010,2022-05,差,True,False,0.32,3.73
雁塔区,写字楼,甲级写字楼,990.71,21,25166.93,2493.32,1995,2019-07,中,False,False,0.37,2.28
长安区,住宅,高档小区,97.66,3,20506.15,200.26,2023,2023-02,优,False,False,0.34,3.23
莲湖区,住宅,高档小区,123.55,21,18522.86,228.85,1990,2020-12,中,False,True,0.25,3.7
长安区,商铺,临街商铺,267.2,16,18687.02,499.32,2012,2023-03,优,False,False,0.41,3.91
莲湖区,住宅,高档小区,168.96,11,20709.98,349.91,2009,2023-03,良,False,True,0.36,2.53
曲江新区,写字楼,普通写字楼,489.21,23,15451.3,755.9,1998,2023-02,优,True,True,0.33,2.37
雁塔区,住宅,高档小区,121.51,27,22621.7,274.89,1995,2021-12,良,True,False,0.37,4.16
曲江新区,商铺,商场商铺,117.77,2,45024.37,530.27,2007,2021-12,良,False,True,0.3,4.43
未央区,住宅,普通住宅,82.48,3,8548.07,70.51,2004,2020-10,中,False,True,0.31,1.96
雁塔区,住宅,中档小区,97.9,26,20422.77,199.95,2016,2023-07,良,False,True,0.42,1.51
雁塔区,商铺,社区商铺,59.55,13,19606.4,116.75,2003,2021-12,优,True,True,0.4,3.04
碑林区,商铺,临街商铺,138.42,4,45758.91,633.41,2021,2021-05,差,False,True,0.34,3.2
长安区,商铺,商场商铺,104.16,13,29499.6,307.28,2004,2021-01,差,False,False,0.33,3.13
未央区,住宅,高档小区,165.34,27,16429.4,271.65,2004,2023-07,差,False,False,0.27,2.03
未央区,商铺,社区商铺,132.76,1,23050.3,306.02,2018,2023-11,差,False,False,0.43,2.76
经开区,商铺,社区商铺,100.9,32,15543.36,156.83,2016,2020-02,良,True,True,0.41,2.59
经开区,住宅,普通住宅,106.64,3,10327.83,110.13,2013,2022-07,良,False,True,0.25,3.12
碑林区,写字楼,甲级写字楼,689.86,21,42846.43,2955.78,1993,2022-02,差,True,False,0.35,2.03
莲湖区,写字楼,乙级写字楼,440.21,33,24316.58,1070.44,2004,2021-03,差,False,True,0.34,1.58
高新区,住宅,中档小区,119.14,16,24792.42,295.38,2020,2023-02,中,True,True,0.39,2.76
长安区,住宅,中档小区,133.34,33,11090.81,147.88,2012,2022-04,差,True,True,0.34,1.89
高新区,写字楼,普通写字楼,477.84,10,17026.28,813.59,2012,2022-02,差,True,True,0.27,1.54
经开区,写字楼,乙级写字楼,551.34,3,14007.67,772.3,1994,2023-09,良,False,False,0.44,3.67
雁塔区,商铺,社区商铺,73.56,21,29260.6,215.24,2017,2023-09,差,True,False,0.3,4.31
曲江新区,商铺,临街商铺,160.49,4,36853.34,591.45,2014,2021-12,差,False,False,0.39,3.9
莲湖区,写字楼,乙级写字楼,248.7,9,22361.33,556.14,2004,2019-08,差,False,True,0.31,3.25
碑林区,写字楼,普通写字楼,172.88,6,17903.32,309.52,2014,2023-10,优,False,True,0.29,3.42
高新区,商铺,临街商铺,154.67,6,32935.03,509.4,1995,2020-04,差,False,True,0.42,3.19
曲江新区,住宅,普通住宅,113.83,33,14898.13,169.58,1999,2020-11,中,True,True,0.38,1.77
灞桥区,住宅,高档小区,188.76,5,15765.36,297.59,1993,2021-06,中,False,False,0.4,2.58
曲江新区,商铺,商场商铺,118.7,22,48930.63,580.8,2016,2019-10,良,True,False,0.29,3.97
碑林区,住宅,高档小区,121.01,5,30389.67,367.76,2003,2022-06,优,False,True,0.28,2.67
碑林区,商铺,商场商铺,127.78,15,37493.2,479.07,1991,2021-03,优,False,True,0.34,2.51
雁塔区,住宅,普通住宅,97.96,30,20169.75,197.57,2008,2022-05,良,False,True,0.38,4.32
高新区,住宅,中档小区,91.62,16,19581.09,179.4,2000,2019-12,差,True,True,0.44,1.52
新城区,住宅,高档小区,177.81,32,19471.7,346.23,2001,2019-04,优,True,False,0.38,3.5
雁塔区,写字楼,普通写字楼,174.76,10,19796.07,345.96,2005,2020-01,良,True,False,0.29,4.14
灞桥区,住宅,高档小区,163.98,31,13033.41,213.72,2021,2021-01,差,True,False,0.27,2.25
碑林区,写字楼,乙级写字楼,379.21,21,24454.46,927.34,1998,2019-01,良,False,False,0.39,2.35
未央区,写字楼,甲级写字楼,365.85,11,17779.01,650.45,1997,2019-05,中,True,False,0.39,3.86
曲江新区,住宅,普通住宅,102.31,6,17217.83,176.16,2017,2023-09,优,False,True,0.42,3.88
高新区,住宅,高档小区,175.94,15,22630.61,398.17,1993,2021-09,优,False,True,0.32,4.35
经开区,写字楼,普通写字楼,311.49,18,16397.32,510.76,2010,2020-05,良,False,False,0.25,2.67
未央区,写字楼,甲级写字楼,708.69,12,23118.83,1638.4,2003,2019-01,中,True,False,0.41,1.8
灞桥区,住宅,普通住宅,79.23,1,9459.66,74.95,2021,2023-05,良,False,False,0.29,3.54
