district,enterprise_type,register_date,registered_capital,employee_count,development_stage,is_active,annual_revenue,annual_profit,patent_count,rd_investment_ratio,has_foreign_investment,is_listed,tax_contribution
碑林区,商贸服务,2023-12-11,2333.44,125,成长期,True,6950.74,1385.86,4,0.0361,False,False,1037.21
新城区,金融服务,2019-08-08,46951.84,147,成长期,True,71608.4,10180.88,4,0.032,False,True,6474.34
碑林区,文化创意,2022-09-15,288.12,69,成长期,True,498.35,65.56,1,0.0789,True,False,51.82
高新区,科技企业,2022-04-13,3761.46,284,成长期,True,8540.22,1175.31,6,0.077,False,False,450.06
曲江新区,文化创意,2022-08-06,1322.31,43,初创期,True,1130.58,-7.68,8,0.1316,False,False,96.76
碑林区,文化创意,2022-04-12,1514.93,75,成熟期,True,5622.66,908.48,16,0.1158,True,False,312.66
新城区,商贸服务,2023-04-22,2426.72,95,初创期,True,2513.74,193.1,2,0.0176,True,False,352.08
莲湖区,商贸服务,2022-09-06,626.63,24,成长期,True,1184.85,162.81,0,0.0344,True,False,125.95
碑林区,文化创意,2023-07-19,1413.72,48,成熟期,True,4642.92,1304.33,16,0.0821,False,False,686.43
高新区,金融服务,2022-04-03,14019.75,178,成长期,False,37364.73,5459.12,3,0.0371,True,True,3501.91
新城区,文化创意,2020-06-16,1424.08,54,成熟期,True,6445.99,1176.82,10,0.0737,False,False,478.98
碑林区,金融服务,2019-12-14,33835.78,50,成熟期,True,105917.18,27615.32,3,0.02,True,True,14832.55
碑林区,文化创意,2021-08-12,1387.74,87,成长期,True,2777.28,470.77,11,0.0851,True,False,396.55
经开区,制造业,2023-06-01,16128.57,1088,成长期,True,44785.67,5621.47,0,0.0331,False,True,3062.63
雁塔区,文化创意,2022-01-29,1602.66,76,初创期,False,1525.86,60.34,9,0.0516,False,False,88.93
未央区,科技企业,2023-02-03,6602.63,473,初创期,False,3707.71,-52.76,16,0.0808,False,False,460.25
雁塔区,科技企业,2020-02-01,5410.59,427,成长期,True,11818.03,1770.62,15,0.1085,False,False,896.49
新城区,科技企业,2023-05-23,419.65,174,成长期,True,858.54,158.13,12,0.0683,True,False,84.35
碑林区,文化创意,2019-03-10,1035.36,51,转型期,True,3717.02,324.35,12,0.1096,True,False,291.95
莲湖区,商贸服务,2023-07-10,1021.95,113,成熟期,True,4243.02,1112.79,4,0.0105,False,False,502.47
灞桥区,制造业,2020-10-25,17087.19,268,成长期,True,48124.28,7239.53,5,0.0485,False,True,3770.71
经开区,制造业,2019-08-26,16569.0,1034,初创期,False,24518.86,-3365.44,5,0.0291,True,False,3033.68
新城区,商贸服务,2020-08-21,304.53,117,成熟期,True,1058.05,212.99,1,0.0236,False,False,53.34
曲江新区,金融服务,2023-02-13,27636.57,257,成长期,True,46009.73,5149.09,4,0.0421,False,False,6432.74
碑林区,金融服务,2020-07-31,9417.85,32,成长期,True,26188.0,4444.47,3,0.0438,False,False,3359.23
碑林区,文化创意,2019-02-28,1563.94,75,初创期,True,1380.61,84.37,2,0.1161,True,False,114.98
长安区,科技企业,2023-06-14,7302.12,405,成熟期,True,35974.72,6798.14,20,0.0779,True,False,2097.67
未央区,制造业,2022-04-03,16505.44,1707,成长期,True,30712.09,3283.65,2,0.0499,False,False,1547.06
长安区,科技企业,2021-04-22,2404.64,28,成长期,False,6195.41,798.08,3,0.0921,True,False,847.63
莲湖区,科技企业,2020-11-30,5869.35,379,成长期,False,9570.83,1547.19,2,0.0932,True,False,602.16
经开区,制造业,2022-06-17,6123.64,182,成熟期,True,22085.7,5238.29,1,0.0432,False,True,2937.26
长安区,金融服务,2022-04-19,19037.99,30,成熟期,True,63947.49,9885.13,1,0.0331,False,False,8525.69
雁塔区,文化创意,2020-01-24,147.86,70,初创期,False,121.78,-0.22,2,0.0527,False,False,16.85
高新区,金融服务,2022-12-16,26571.93,96,成熟期,True,97254.35,21087.81,3,0.0183,False,True,13289.4
雁塔区,文化创意,2021-12-12,841.6,84,初创期,True,786.97,3.87,15,0.0602,False,False,46.38
曲江新区,金融服务,2021-03-20,1459.44,143,成长期,True,2325.35,429.97,0,0.0202,True,False,310.74
莲湖区,商贸服务,2021-10-21,1545.72,187,初创期,True,1060.71,-45.81,0,0.0452,True,False,93.85
新城区,金融服务,2023-06-19,35629.7,97,成长期,True,86619.73,13346.91,1,0.0236,True,False,5459.33
曲江新区,文化创意,2022-01-17,1634.26,85,初创期,True,1834.23,155.87,5,0.1022,False,False,235.17
经开区,制造业,2021-12-03,7892.03,563,初创期,True,7353.82,-1408.02,5,0.0268,True,False,990.42
莲湖区,商贸服务,2019-06-30,121.74,179,成长期,True,255.99,38.11,1,0.0353,False,False,15.63
灞桥区,商贸服务,2023-11-25,1622.03,21,初创期,False,980.88,92.86,0,0.0283,False,False,81.97
经开区,科技企业,2022-01-11,7158.64,421,成熟期,True,22041.36,6237.05,15,0.1404,False,True,3119.55
莲湖区,商贸服务,2020-07-30,3821.54,97,成长期,False,6620.12,862.51,5,0.0145,False,False,525.36
莲湖区,商贸服务,2022-04-14,1945.36,196,成熟期,True,9234.84,2687.23,0,0.0138,True,False,954.42
新城区,科技企业,2022-10-28,5226.16,434,成长期,False,14414.29,2173.14,5,0.0916,True,False,1929.61
高新区,金融服务,2019-09-24,35470.12,285,成长期,True,57912.83,10947.28,5,0.0453,True,True,8019.67
碑林区,金融服务,2020-09-25,34106.09,177,成熟期,True,143925.85,25266.38,5,0.034,False,False,12044.26
高新区,科技企业,2020-01-21,5212.36,234,成长期,True,9862.9,1058.12,13,0.0532,True,False,1345.94
碑林区,制造业,2020-02-09,8851.07,1442,初创期,True,6745.25,-945.5,1,0.0393,False,False,533.25
经开区,文化创意,2021-07-03,1810.31,6,成长期,False,4021.84,556.34,15,0.1465,True,False,284.14
雁塔区,文化创意,2023-11-23,1108.37,24,转型期,True,2355.03,248.33,20,0.0764,False,False,153.97
雁塔区,文化创意,2020-06-28,790.59,21,成长期,False,2171.25,366.28,7,0.0665,True,False,236.82
经开区,制造业,2020-08-28,19218.44,1224,转型期,True,50491.79,6283.86,3,0.0308,True,False,7302.62
高新区,科技企业,2022-02-21,9033.8,404,成长期,False,20137.66,2576.39,14,0.1282,False,False,2300.5
新城区,金融服务,2023-09-28,27779.39,175,成熟期,True,111914.81,32722.82,1,0.0319,False,True,11991.95
高新区,金融服务,2022-03-22,42691.9,177,成熟期,True,181090.29,43175.04,3,0.0451,False,True,23431.12
莲湖区,文化创意,2021-08-28,193.41,90,成长期,True,442.03,73.83,6,0.0635,False,False,62.24
莲湖区,商贸服务,2019-09-25,4767.82,171,初创期,True,6193.87,-9.72,5,0.0398,False,False,593.69
雁塔区,文化创意,2019-09-02,379.54,90,初创期,True,543.78,-73.83,12,0.1331,True,False,79.17
高新区,科技企业,2020-04-11,2500.07,119,成长期,True,6169.66,1205.98,9,0.1084,True,False,516.4
雁塔区,科技企业,2023-09-10,2510.55,248,成熟期,True,10681.84,2506.4,2,0.0652,False,True,1192.27
未央区,制造业,2019-03-27,17369.42,517,初创期,True,22164.22,-1798.21,2,0.0253,True,False,1816.97
高新区,金融服务,2023-03-10,31030.48,71,成长期,True,72446.18,13979.74,0,0.0148,True,False,6161.57
雁塔区,文化创意,2022-11-16,501.42,67,成长期,False,1282.83,231.28,13,0.1412,False,False,155.67
高新区,金融服务,2021-01-05,35645.91,274,成长期,True,56708.46,9485.56,2,0.0227,True,False,4207.22
高新区,文化创意,2020-09-07,194.73,76,成长期,True,438.8,76.56,9,0.1273,True,False,25.3
雁塔区,金融服务,2022-01-19,21569.01,23,初创期,True,21073.21,-2711.35,1,0.0113,True,True,2980.4
经开区,科技企业,2022-05-17,6500.14,334,成熟期,True,24137.36,3655.16,14,0.0751,False,True,2796.18
未央区,制造业,2020-04-11,3179.62,1731,初创期,True,3851.97,-74.69,5,0.0298,True,False,504.0
高新区,科技企业,2023-05-19,9651.92,247,初创期,True,11206.7,-1387.2,20,0.0974,False,False,881.49
高新区,科技企业,2019-02-10,3828.26,113,成长期,True,10980.5,2074.19,11,0.0524,False,True,847.67
新城区,金融服务,2019-10-15,22972.05,99,成长期,True,62931.31,7581.4,0,0.03,True,True,6584.6
未央区,金融服务,2022-01-31,7709.93,232,成长期,True,16052.96,2344.9,5,0.0411,False,True,902.61
新城区,金融服务,2020-08-06,12066.83,53,成长期,True,30855.61,4091.91,0,0.0117,False,True,3072.35
雁塔区,科技企业,2023-05-20,715.02,104,初创期,True,934.68,-81.8,7,0.0588,False,False,66.65
莲湖区,商贸服务,2019-05-25,3683.85,195,成熟期,False,11472.4,2102.32,3,0.0194,True,False,665.96
莲湖区,商贸服务,2019-07-05,2760.41,181,初创期,True,2134.25,64.69,0,0.0306,True,False,124.9
高新区,金融服务,2021-10-29,37279.29,278,成长期,True,74769.22,12305.12,4,0.0225,True,False,9890.86
碑林区,金融服务,2023-08-14,24738.52,136,成熟期,True,88620.98,25924.87,4,0.0417,True,False,9228.97
经开区,商贸服务,2020-09-15,4610.29,132,成熟期,True,19940.49,5947.17,2,0.0197,False,False,1804.25
经开区,制造业,2022-12-27,8300.56,341,初创期,True,9888.61,-1677.55,3,0.0325,False,False,1178.5
碑林区,文化创意,2021-09-03,1132.49,98,成长期,True,3125.13,455.33,13,0.0851,True,False,184.45
碑林区,商贸服务,2019-09-18,1481.23,108,初创期,False,1975.66,-126.08,5,0.0238,True,False,260.26
高新区,科技企业,2022-01-24,1421.08,136,初创期,True,1462.99,-144.87,13,0.0895,True,False,212.48
碑林区,商贸服务,2020-01-29,933.94,187,初创期,False,1199.34,9.31,5,0.0368,True,False,96.55
碑林区,制造业,2023-04-30,15497.67,815,成长期,True,42417.41,5946.46,3,0.0494,True,True,5846.72
经开区,科技企业,2019-04-05,7241.97,349,成长期,False,16556.7,1688.33,15,0.1372,False,False,1818.05
雁塔区,科技企业,2019-07-19,9683.5,216,成长期,False,19231.93,2896.04,1,0.1456,True,True,2143.65
莲湖区,商贸服务,2022-07-11,4511.95,102,成长期,False,7049.98,787.13,3,0.0132,False,False,560.52
未央区,制造业,2022-07-28,2236.99,1884,成长期,False,3583.84,375.53,2,0.0103,False,False,327.57
长安区,制造业,2023-05-22,19232.97,375,转型期,True,58946.68,6641.79,2,0.0262,True,False,5855.25
碑林区,文化创意,2022-04-13,717.08,69,成长期,True,1707.03,272.96,8,0.0878,False,False,88.86
经开区,科技企业,2019-06-28,307.17,111,成长期,True,523.74,98.56,6,0.0638,False,False,58.59
高新区,金融服务,2022-06-27,24488.14,231,成长期,False,45105.51,6920.69,4,0.0446,True,False,3443.84
长安区,制造业,2022-11-12,12566.42,271,成熟期,True,49767.76,10774.28,3,0.0166,True,False,5370.19
莲湖区,商贸服务,2020-02-11,2667.69,62,成长期,True,6675.13,1230.82,3,0.025,True,False,445.91
新城区,商贸服务,2021-02-09,4715.78,15,成长期,True,9109.34,1228.15,5,0.0255,False,False,654.59
未央区,制造业,2022-05-24,14690.71,130,初创期,True,13640.06,869.32,2,0.0477,False,True,1021.8
经开区,科技企业,2020-10-15,1333.48,73,成长期,False,3720.08,724.43,6,0.1113,True,False,192.71
新城区,科技企业,2020-12-06,2857.75,262,初创期,False,2648.68,148.98,17,0.1492,True,False,356.61
碑林区,文化创意,2022-06-04,1753.02,18,初创期,True,2313.43,-21.28,5,0.0546,False,False,267.09
雁塔区,文化创意,2023-08-02,1357.28,62,成熟期,False,5662.8,929.44,12,0.0581,False,False,614.47
高新区,金融服务,2022-12-19,48825.79,107,成长期,True,89612.89,12135.16,0,0.0354,False,True,10860.27
碑林区,金融服务,2019-07-16,12450.38,195,初创期,True,9786.43,-1189.83,0,0.0191,True,False,615.4
高新区,科技企业,2023-02-20,6612.44,111,成长期,True,16438.99,2857.53,8,0.1251,True,True,2356.11
莲湖区,商贸服务,2021-09-28,54.62,100,成熟期,False,262.36,71.83,3,0.0215,True,False,34.67
雁塔区,制造业,2023-11-25,4984.52,1161,初创期,True,2901.14,-172.74,5,0.038,True,False,387.77
未央区,制造业,2019-07-13,12336.78,582,初创期,True,13999.02,820.3,3,0.0204,True,False,1716.23
经开区,科技企业,2019-08-03,8333.36,66,初创期,True,10844.35,-839.6,11,0.054,True,True,649.39
碑林区,商贸服务,2020-02-19,3804.91,53,成长期,True,8054.02,968.49,2,0.047,True,False,420.83
雁塔区,金融服务,2020-02-12,3839.77,207,成长期,True,10480.17,1401.89,5,0.0461,False,True,936.8
莲湖区,金融服务,2022-08-26,42476.38,158,成长期,True,124524.52,21931.98,0,0.0477,False,False,18302.8
经开区,科技企业,2021-06-11,4670.63,372,初创期,True,5076.39,89.4,4,0.0979,False,False,688.09
经开区,制造业,2020-09-21,13791.54,1617,初创期,True,11686.68,709.27,2,0.0436,True,False,1146.27
雁塔区,文化创意,2020-05-31,652.72,66,初创期,True,404.6,-57.86,12,0.1157,False,False,21.57
高新区,金融服务,2020-11-10,48607.58,90,成熟期,True,201489.73,31369.7,5,0.0341,True,False,11675.8
经开区,科技企业,2019-09-15,2836.05,432,成长期,True,4980.48,683.68,19,0.0669,True,False,685.82
高新区,科技企业,2022-06-13,542.96,175,成熟期,True,2117.16,407.12,13,0.0787,True,False,243.83
长安区,制造业,2019-09-09,14958.23,156,成熟期,True,57247.78,10146.76,0,0.0382,True,False,4941.73
未央区,制造业,2023-07-20,9613.77,290,成长期,False,23880.21,4743.35,4,0.0414,False,True,2700.05
经开区,金融服务,2022-03-19,47115.09,93,转型期,True,133487.56,12371.69,2,0.0203,True,False,12698.06
长安区,文化创意,2022-07-13,652.72,45,初创期,True,415.7,10.34,17,0.113,False,False,35.95
碑林区,金融服务,2022-11-19,3870.28,198,初创期,True,2309.57,50.83,1,0.0237,False,False,252.52
新城区,文化创意,2019-10-30,552.87,15,初创期,True,726.53,70.33,9,0.0894,True,False,108.46
碑林区,制造业,2022-04-10,7042.11,1781,成长期,True,20873.9,2089.11,2,0.039,False,True,1646.13
碑林区,文化创意,2019-05-15,1701.71,65,初创期,False,1963.91,-118.13,11,0.0769,True,False,140.91
经开区,制造业,2021-06-10,17817.41,253,成长期,True,51555.44,7608.55,3,0.0107,True,False,5867.44
灞桥区,科技企业,2021-10-21,5589.91,69,成熟期,False,26665.81,5926.69,18,0.1269,True,True,1953.94
雁塔区,文化创意,2021-01-12,1943.78,90,成熟期,True,7217.45,1330.84,20,0.0719,True,False,535.51
碑林区,商贸服务,2021-05-01,1460.18,136,成熟期,True,5012.43,1316.62,1,0.033,True,False,689.61
高新区,金融服务,2023-11-07,39376.88,107,成熟期,True,146268.01,32358.45,0,0.0211,False,False,16013.04
曲江新区,文化创意,2023-01-31,210.98,94,成熟期,True,987.29,204.94,6,0.1031,True,False,124.74
灞桥区,科技企业,2021-09-01,8098.03,340,成长期,True,12424.85,1503.59,11,0.1207,False,True,1509.57
经开区,科技企业,2022-01-08,3055.52,212,成熟期,True,9379.7,1428.93,10,0.1334,False,False,977.68
新城区,科技企业,2019-01-27,550.82,369,成长期,True,1284.62,163.06,5,0.1202,True,False,150.11
经开区,制造业,2020-08-14,18637.34,1619,成长期,True,54474.77,9299.11,3,0.0186,False,False,5645.13
碑林区,文化创意,2022-06-15,1129.55,55,成长期,True,3075.78,412.87,8,0.1329,True,False,393.47
新城区,商贸服务,2021-02-23,774.44,188,成长期,True,1513.66,291.63,5,0.024,True,False,105.42
碑林区,金融服务,2019-09-02,24338.88,211,成熟期,True,79590.9,20867.97,5,0.0302,False,False,6757.37
莲湖区,商贸服务,2019-09-14,4773.35,187,初创期,True,6405.51,-90.78,0,0.0338,False,False,637.5
高新区,科技企业,2019-02-10,7361.03,268,成长期,True,13918.87,2361.08,3,0.1211,True,False,1306.36
经开区,科技企业,2023-08-29,3817.82,78,初创期,True,2458.67,1.35,19,0.088,True,False,292.45
长安区,制造业,2019-04-24,6655.6,812,初创期,True,7657.23,-533.95,2,0.0195,True,False,1091.08
雁塔区,文化创意,2019-10-09,1151.2,32,初创期,True,1217.14,-200.28,12,0.076,False,False,173.45
雁塔区,科技企业,2023-02-02,3149.18,97,成长期,False,4812.53,537.71,17,0.0732,False,False,444.29
碑林区,文化创意,2023-07-07,417.6,92,初创期,True,259.36,-29.79,8,0.1404,True,False,25.76
新城区,金融服务,2023-01-02,26369.52,296,成熟期,True,94938.41,18321.87,0,0.0112,False,False,9541.63
碑林区,金融服务,2020-05-09,18348.0,104,初创期,True,23000.2,-2645.77,0,0.0339,True,True,2533.57
长安区,制造业,2023-07-19,14123.91,1173,初创期,True,16559.32,-2584.76,4,0.0392,True,False,960.4
高新区,金融服务,2023-03-31,18074.37,190,成熟期,True,86380.99,19911.62,5,0.0465,True,True,10525.18
长安区,制造业,2022-07-15,1812.18,1061,成熟期,True,8434.34,2044.21,3,0.039,False,False,634.32
经开区,制造业,2019-08-20,6291.05,1955,初创期,True,3979.15,396.13,4,0.032,False,False,271.03
碑林区,商贸服务,2023-08-29,2177.35,76,成长期,True,5302.68,766.03,2,0.0151,True,False,729.59
未央区,制造业,2019-05-15,16133.25,1341,成熟期,False,68037.83,13425.11,1,0.0316,False,True,8215.91
新城区,金融服务,2023-08-18,1891.01,26,成熟期,True,8073.15,2133.35,3,0.0359,False,False,405.12
经开区,科技企业,2023-09-17,3341.31,34,转型期,True,6759.24,962.44,7,0.0792,True,False,657.96
灞桥区,商贸服务,2020-01-13,3975.34,175,转型期,False,8985.3,1004.67,0,0.0442,False,False,841.98
高新区,文化创意,2021-10-14,1776.65,92,成熟期,True,6010.42,1481.18,3,0.099,False,False,352.0
雁塔区,文化创意,2020-08-25,1145.09,87,成长期,True,1870.65,247.74,16,0.0687,True,False,139.15
经开区,制造业,2022-11-14,12944.76,1473,成长期,True,28805.67,3146.38,5,0.042,True,True,2500.13
未央区,商贸服务,2022-07-30,3393.36,11,成长期,False,7684.12,1093.94,3,0.0473,True,False,746.82
雁塔区,科技企业,2022-03-23,1936.0,356,初创期,True,2888.72,-192.47,7,0.1331,True,False,237.52
新城区,金融服务,2020-12-25,20213.88,184,初创期,True,16428.14,-1833.99,5,0.0215,False,False,2125.87
曲江新区,文化创意,2019-12-18,978.53,44,成长期,True,2725.51,469.88,20,0.0717,True,False,339.56
碑林区,制造业,2020-05-31,8944.84,1022,转型期,True,25630.99,3097.11,3,0.0276,True,False,3090.57
经开区,制造业,2020-01-19,12546.87,511,成熟期,True,41469.64,12007.49,0,0.0245,False,True,3473.51
高新区,科技企业,2021-12-16,5250.71,135,成长期,True,9462.93,1815.19,18,0.132,False,False,848.41
莲湖区,金融服务,2023-02-04,20770.51,297,成长期,True,32946.82,3347.73,5,0.0422,False,True,3738.12
长安区,金融服务,2020-05-21,23430.91,293,成长期,True,49630.03,5171.46,0,0.0213,False,False,3288.39
灞桥区,文化创意,2019-09-01,564.99,83,成长期,True,893.91,171.03,13,0.0555,False,False,86.01
碑林区,商贸服务,2023-04-27,3333.23,115,成长期,False,7183.07,961.74,2,0.0189,True,False,1073.51
高新区,金融服务,2019-08-15,23064.38,289,初创期,True,31568.56,-5542.44,3,0.0419,True,True,1578.77
碑林区,文化创意,2023-02-25,1452.45,21,成熟期,False,5174.95,1306.01,20,0.0665,True,False,447.0
未央区,制造业,2023-08-06,9303.5,1623,初创期,True,6321.4,531.91,2,0.0256,True,False,870.7
莲湖区,科技企业,2022-03-15,2259.91,112,成长期,False,5784.68,796.99,18,0.0872,False,False,572.99
碑林区,金融服务,2022-12-08,11831.43,94,成熟期,True,46154.85,10396.85,4,0.0122,True,False,4585.71
雁塔区,科技企业,2020-12-21,5092.19,33,成长期,True,12515.13,1957.44,12,0.1406,False,False,1017.26
莲湖区,商贸服务,2022-08-22,3613.39,179,转型期,True,13440.08,1648.69,5,0.0459,True,True,1032.76
