district,entity_type,facility_area,enterprise_count,occupancy_rate,service_types,project_field,total_funding,success_rate,patent_applications,talent_count,industry_cooperation,annual_events,govt_support,establishment_date
碑林区,众创空间,4245.31,15,0.65,"['资源对接', '创业培训', '联合办公']",电子商务,26540.03,0.25,15,69,12,9,738.97,2021-10-17
高新区,孵化器,9462.66,98,0.66,"['创业辅导', '场地服务', '政策咨询']",电子商务,57789.0,0.47,168,694,8,19,816.79,2019-02-22
经开区,科技园区,92960.45,453,0.63,"['知识产权', '产业集群', '研发支持']",新能源,2054836.35,0.38,335,2711,6,17,482.72,2020-05-17
经开区,孵化器,18687.35,61,0.91,"['政策咨询', '投融资服务']",智能制造,128646.29,0.34,108,308,18,13,920.14,2022-10-31
经开区,众创空间,1378.42,10,0.78,"['联合办公', '资源对接']",生物医药,75828.55,0.3,5,41,17,20,132.29,2023-05-11
雁塔区,众创空间,2385.94,44,0.63,"['资源对接', '联合办公', '创业培训']",电子商务,55399.9,0.4,65,237,15,12,966.19,2023-03-05
曲江新区,孵化器,10331.75,59,0.78,"['投融资服务', '场地服务', '创业辅导', '政策咨询']",新能源,122123.68,0.34,70,309,14,12,776.95,2020-02-22
高新区,科技园区,162519.24,494,0.81,"['人才服务', '研发支持', '知识产权']",新能源,1507265.81,0.43,294,3616,18,14,516.69,2019-01-25
长安区,科技园区,104749.37,355,0.74,"['人才服务', '知识产权', '研发支持', '产业集群']",文创设计,484239.95,0.38,705,2039,14,19,389.5,2019-11-16
碑林区,众创空间,2529.16,32,0.83,"['创业培训', '资源对接']",电子商务,72167.77,0.25,38,117,8,24,785.6,2022-01-09
灞桥区,众创空间,1630.99,10,0.64,"['联合办公', '创业培训']",文创设计,10305.52,0.23,20,75,20,17,720.62,2019-05-05
经开区,孵化器,12080.82,88,0.88,"['政策咨询', '创业辅导']",智能制造,355930.74,0.34,145,537,10,10,260.58,2022-09-02
高新区,科技园区,68235.14,233,0.84,"['产业集群', '知识产权', '研发支持', '人才服务']",人工智能,485400.55,0.38,461,1273,7,12,709.14,2021-03-09
雁塔区,科技园区,67332.76,411,0.85,"['产业集群', '知识产权', '研发支持', '人才服务']",新能源,2437904.35,0.36,771,1444,12,22,982.19,2019-04-15
高新区,孵化器,5275.8,72,0.8,"['创业辅导', '投融资服务']",人工智能,55363.97,0.38,52,252,10,7,875.15,2021-11-21
经开区,孵化器,9955.84,30,0.63,"['场地服务', '政策咨询', '创业辅导', '投融资服务']",新能源,40062.41,0.38,49,209,6,10,144.84,2022-04-28
经开区,孵化器,9648.09,51,0.95,"['投融资服务', '政策咨询', '场地服务']",人工智能,151763.6,0.34,102,340,15,20,639.26,2023-05-01
长安区,科技园区,63530.13,194,0.79,"['人才服务', '研发支持']",电子商务,360643.35,0.42,240,929,10,12,590.98,2022-05-15
碑林区,众创空间,1674.86,15,0.8,"['创业培训', '资源对接']",生物医药,41723.17,0.17,16,104,14,8,752.16,2021-03-27
经开区,科技园区,192800.78,140,0.61,"['人才服务', '研发支持', '产业集群']",电子商务,267676.74,0.42,168,774,5,9,150.24,2021-11-09
长安区,科技园区,66445.84,377,0.69,"['知识产权', '人才服务', '产业集群']",人工智能,675071.84,0.34,641,1682,9,20,869.19,2019-01-02
经开区,科技园区,156167.08,466,0.8,"['知识产权', '产业集群']",新能源,625588.74,0.38,546,2911,10,12,796.2,2023-08-18
经开区,科技园区,149228.99,261,0.82,"['知识产权', '人才服务']",文创设计,485931.98,0.38,156,912,7,8,744.21,2022-05-28
碑林区,众创空间,2255.72,48,0.75,"['联合办公', '创业培训']",文创设计,11636.17,0.23,55,294,16,5,353.99,2023-02-21
碑林区,众创空间,2737.29,18,0.66,"['联合办公', '资源对接', '创业培训']",新能源,47790.56,0.23,36,97,7,9,186.88,2020-02-04
长安区,科技园区,198086.45,102,0.88,"['研发支持', '知识产权', '产业集群']",智能制造,199872.35,0.34,194,328,5,20,118.48,2021-09-18
雁塔区,众创空间,2813.25,44,0.82,"['联合办公', '资源对接']",智能制造,356645.62,0.32,74,303,20,7,709.62,2020-08-16
曲江新区,科技园区,188956.49,153,0.67,"['知识产权', '研发支持', '产业集群', '人才服务']",新能源,632349.35,0.34,117,547,9,24,154.24,2021-10-23
高新区,孵化器,6129.26,70,0.71,"['政策咨询', '创业辅导']",生物医药,484471.99,0.33,63,379,17,12,345.84,2022-12-15
碑林区,众创空间,4848.94,29,0.74,"['资源对接', '创业培训', '联合办公']",新能源,89316.76,0.23,25,104,11,10,909.65,2021-07-31
莲湖区,科技园区,93450.29,202,0.86,"['研发支持', '知识产权', '产业集群']",智能制造,1828138.08,0.16,144,1316,13,20,790.48,2019-10-09
高新区,孵化器,17055.7,51,0.85,"['政策咨询', '投融资服务', '场地服务', '创业辅导']",智能制造,110446.58,0.38,64,306,18,20,186.88,2020-11-29
新城区,众创空间,3056.92,23,0.7,"['联合办公', '创业培训', '资源对接']",文创设计,5195.32,0.18,14,153,8,21,425.71,2021-04-04
经开区,科技园区,146708.15,324,0.79,"['产业集群', '人才服务', '研发支持']",智能制造,505712.58,0.34,440,2466,10,16,127.29,2020-07-09
长安区,科技园区,131312.46,302,0.61,"['知识产权', '人才服务']",人工智能,1032648.49,0.34,501,1366,20,24,697.79,2023-09-12
高新区,科技园区,109387.32,458,0.62,"['产业集群', '知识产权', '人才服务', '研发支持']",电子商务,259597.24,0.47,598,2514,6,23,281.49,2020-09-28
雁塔区,孵化器,18182.24,79,0.78,"['政策咨询', '创业辅导', '场地服务']",人工智能,173843.04,0.32,109,443,11,17,386.34,2020-06-06
灞桥区,众创空间,4390.42,21,0.72,"['资源对接', '联合办公']",生物医药,29275.33,0.17,24,145,14,18,415.71,2020-10-05
碑林区,众创空间,4739.93,32,0.89,"['资源对接', '联合办公']",电子商务,39250.8,0.25,27,186,8,21,706.42,2019-09-07
新城区,众创空间,4205.61,35,0.84,"['联合办公', '资源对接', '创业培训']",生物医药,123440.68,0.14,63,164,5,22,692.33,2019-02-16
长安区,科技园区,53739.33,238,0.85,"['研发支持', '人才服务', '产业集群', '知识产权']",人工智能,221295.4,0.34,313,1762,18,15,509.69,2022-03-18
雁塔区,众创空间,3227.49,16,0.72,"['联合办公', '创业培训']",智能制造,36398.52,0.32,28,105,8,24,494.21,2019-03-31
新城区,众创空间,1614.64,36,0.82,"['资源对接', '创业培训']",智能制造,64075.0,0.16,55,259,5,8,699.33,2021-06-28
长安区,科技园区,78790.37,133,0.95,"['知识产权', '产业集群']",智能制造,904847.22,0.34,133,497,14,17,921.28,2021-09-17
碑林区,众创空间,4702.69,28,0.64,"['联合办公', '资源对接']",电子商务,18805.79,0.25,15,180,6,17,821.37,2022-10-27
雁塔区,众创空间,4201.61,37,0.61,"['资源对接', '创业培训', '联合办公']",新能源,84545.92,0.36,20,260,9,10,773.78,2019-10-09
碑林区,众创空间,3704.07,32,0.81,"['创业培训', '联合办公']",电子商务,9908.3,0.25,35,141,17,4,516.86,2023-07-31
雁塔区,众创空间,4327.09,24,0.83,"['联合办公', '创业培训', '资源对接']",文创设计,10073.3,0.36,12,155,18,23,532.34,2019-03-24
长安区,孵化器,11075.32,82,0.87,"['场地服务', '政策咨询']",电子商务,141146.69,0.42,45,548,13,5,720.72,2023-12-05
经开区,科技园区,180567.74,484,0.68,"['研发支持', '产业集群']",电子商务,349109.48,0.42,328,3518,17,24,421.69,2021-07-08
碑林区,众创空间,3914.96,29,0.64,"['资源对接', '创业培训']",文创设计,21382.33,0.23,31,123,6,6,143.49,2023-09-25
高新区,孵化器,9800.04,83,0.74,"['政策咨询', '创业辅导']",生物医药,364310.14,0.33,76,586,13,22,619.94,2022-11-17
经开区,科技园区,184359.73,252,0.72,"['人才服务', '知识产权']",生物医药,1101400.7,0.3,261,1244,15,10,252.02,2023-05-01
新城区,众创空间,4795.4,33,0.74,"['资源对接', '创业培训']",电子商务,61340.56,0.2,62,215,6,4,535.16,2019-01-22
经开区,孵化器,10316.5,54,0.71,"['场地服务', '创业辅导', '政策咨询']",生物医药,419894.69,0.3,66,267,11,21,761.7,2022-10-04
长安区,科技园区,98122.87,474,0.83,"['研发支持', '人才服务', '知识产权', '产业集群']",生物医药,869842.32,0.3,674,1962,7,13,890.6,2019-04-14
经开区,科技园区,113583.24,412,0.65,"['人才服务', '产业集群']",生物医药,1155588.47,0.3,611,2956,6,21,913.99,2019-10-24
雁塔区,众创空间,1984.81,24,0.74,"['创业培训', '联合办公']",人工智能,78850.22,0.32,24,159,13,19,686.81,2020-04-27
新城区,众创空间,2507.36,20,0.87,"['资源对接', '创业培训']",人工智能,13560.59,0.16,17,152,19,18,759.27,2020-04-22
雁塔区,众创空间,2046.9,11,0.6,"['联合办公', '资源对接', '创业培训']",智能制造,73656.16,0.32,11,56,12,18,733.09,2023-01-18
高新区,科技园区,58197.79,304,0.71,"['研发支持', '产业集群']",智能制造,1327457.23,0.38,583,2282,19,14,205.2,2023-01-24
碑林区,众创空间,1391.34,23,0.65,"['联合办公', '资源对接', '创业培训']",新能源,42723.44,0.23,11,168,15,11,195.86,2022-09-01
高新区,孵化器,7425.93,100,0.76,"['投融资服务', '政策咨询', '场地服务', '创业辅导']",文创设计,20065.6,0.43,160,306,19,24,276.6,2023-04-10
经开区,孵化器,11502.31,39,0.91,"['场地服务', '投融资服务', '政策咨询', '创业辅导']",文创设计,70765.35,0.38,71,121,12,8,407.05,2023-11-10
碑林区,众创空间,3211.87,30,0.75,"['联合办公', '资源对接', '创业培训']",电子商务,56504.04,0.25,60,144,20,24,741.11,2022-09-08
长安区,科技园区,95015.62,465,0.86,"['研发支持', '产业集群']",新能源,2026357.54,0.38,286,2420,16,14,485.21,2019-07-09
碑林区,众创空间,4925.65,33,0.94,"['创业培训', '联合办公']",文创设计,7306.65,0.23,34,176,11,22,429.54,2020-12-02
经开区,科技园区,98129.68,309,0.83,"['知识产权', '研发支持', '人才服务', '产业集群']",电子商务,558049.98,0.42,160,1667,11,6,644.56,2022-07-16
长安区,科技园区,54884.21,159,0.9,"['产业集群', '知识产权', '人才服务']",文创设计,181535.76,0.38,188,770,12,4,642.85,2020-08-23
高新区,科技园区,180865.24,291,0.71,"['研发支持', '产业集群']",生物医药,1003582.54,0.33,431,2251,20,10,942.67,2019-01-10
长安区,科技园区,157658.25,316,0.89,"['知识产权', '人才服务', '产业集群']",文创设计,168988.35,0.38,194,1775,7,6,293.37,2023-02-25
曲江新区,孵化器,17412.24,62,0.67,"['创业辅导', '投融资服务']",智能制造,108161.7,0.3,115,459,8,11,594.88,2020-01-10
碑林区,众创空间,3503.42,20,0.75,"['联合办公', '资源对接']",电子商务,6710.64,0.25,12,130,10,18,754.0,2022-09-16
碑林区,众创空间,2977.5,19,0.66,"['联合办公', '创业培训', '资源对接']",新能源,110232.22,0.23,36,98,17,12,253.9,2020-06-05
新城区,众创空间,1750.6,12,0.89,"['联合办公', '创业培训', '资源对接']",智能制造,90028.58,0.16,21,69,8,4,137.01,2021-10-01
莲湖区,众创空间,1489.01,30,0.94,"['资源对接', '联合办公']",新能源,96182.06,0.18,31,98,16,16,491.79,2021-06-02
经开区,孵化器,6799.03,84,0.85,"['投融资服务', '场地服务']",人工智能,76454.36,0.34,156,369,19,19,901.75,2020-10-06
碑林区,众创空间,2624.05,20,0.73,"['资源对接', '联合办公', '创业培训']",电子商务,17027.38,0.25,14,78,20,6,833.9,2022-02-17
长安区,科技园区,127752.73,154,0.7,"['研发支持', '人才服务', '知识产权', '产业集群']",电子商务,71994.46,0.42,218,661,19,19,997.56,2019-01-12
碑林区,众创空间,4806.94,20,0.74,"['创业培训', '联合办公', '资源对接']",人工智能,13352.77,0.2,23,113,14,17,867.07,2021-04-18
曲江新区,孵化器,8240.08,44,0.87,"['投融资服务', '场地服务', '政策咨询', '创业辅导']",电子商务,54397.7,0.38,87,234,14,18,109.44,2022-06-07
经开区,科技园区,112331.7,448,0.83,"['人才服务', '研发支持', '产业集群']",文创设计,419389.49,0.38,338,3102,17,17,882.67,2021-12-20
新城区,众创空间,3105.82,30,0.68,"['联合办公', '资源对接', '创业培训']",电子商务,22537.07,0.2,27,201,10,4,430.17,2022-03-05
新城区,众创空间,3907.36,32,0.91,"['资源对接', '创业培训']",新能源,67811.4,0.18,20,137,10,7,291.08,2023-01-29
雁塔区,众创空间,3378.64,49,0.76,"['联合办公', '创业培训']",生物医药,327391.41,0.28,88,230,15,9,232.35,2022-02-07
经开区,孵化器,6263.64,34,0.95,"['投融资服务', '创业辅导', '场地服务', '政策咨询']",文创设计,40129.45,0.38,56,243,12,10,343.84,2021-02-23
长安区,科技园区,190322.91,269,0.71,"['产业集群', '人才服务', '知识产权']",人工智能,982394.68,0.34,394,1230,17,8,228.78,2023-04-09
经开区,科技园区,193475.45,340,0.75,"['研发支持', '产业集群', '人才服务', '知识产权']",新能源,630927.27,0.38,421,2225,10,11,493.84,2023-04-02
碑林区,众创空间,3715.17,41,0.83,"['资源对接', '联合办公']",智能制造,85578.38,0.2,23,146,8,22,715.12,2021-08-08
经开区,科技园区,72197.07,466,0.61,"['知识产权', '产业集群']",新能源,2691267.33,0.38,787,2838,11,13,173.58,2022-06-11
高新区,科技园区,157048.21,269,0.9,"['知识产权', '人才服务', '研发支持']",电子商务,652291.43,0.47,300,2136,16,13,513.48,2019-07-24
雁塔区,众创空间,1666.81,20,0.86,"['创业培训', '联合办公']",文创设计,38788.33,0.36,18,86,20,7,319.02,2019-03-09
未央区,孵化器,13760.02,100,0.66,"['政策咨询', '投融资服务']",智能制造,181338.85,0.28,54,309,11,12,713.63,2021-07-05
灞桥区,众创空间,3791.06,27,0.63,"['资源对接', '创业培训', '联合办公']",人工智能,115161.1,0.2,24,184,7,19,905.0,2022-12-25
碑林区,众创空间,3684.57,25,0.72,"['创业培训', '资源对接']",文创设计,16139.93,0.23,35,176,6,17,384.77,2019-03-01
灞桥区,孵化器,15000.71,44,0.9,"['场地服务', '创业辅导']",人工智能,212604.64,0.2,62,339,18,10,611.49,2023-09-10
雁塔区,众创空间,4449.23,41,0.81,"['联合办公', '创业培训']",文创设计,30619.1,0.36,31,215,11,9,820.36,2021-01-27
高新区,孵化器,7689.34,47,0.9,"['创业辅导', '场地服务']",电子商务,61352.06,0.47,36,248,16,18,371.91,2022-06-10
经开区,科技园区,78085.46,233,0.74,"['知识产权', '研发支持']",生物医药,1831064.68,0.3,250,1655,14,23,725.19,2021-07-19
曲江新区,孵化器,6094.78,69,0.84,"['场地服务', '政策咨询', '投融资服务']",文创设计,32021.41,0.34,76,299,15,12,920.25,2021-09-04
长安区,科技园区,141710.06,425,0.78,"['产业集群', '知识产权', '研发支持']",智能制造,639040.45,0.34,528,2737,14,5,895.4,2021-06-22
新城区,众创空间,3091.16,28,0.91,"['资源对接', '联合办公', '创业培训']",电子商务,25999.84,0.2,44,223,18,8,488.52,2021-08-21
经开区,孵化器,10759.2,98,0.93,"['创业辅导', '政策咨询', '场地服务', '投融资服务']",电子商务,73732.25,0.42,75,697,10,6,929.09,2022-09-15
莲湖区,科技园区,123658.93,274,0.74,"['研发支持', '人才服务', '产业集群']",生物医药,644614.15,0.14,504,1046,18,15,892.74,2020-04-01
高新区,科技园区,198395.55,296,0.77,"['人才服务', '产业集群', '研发支持']",电子商务,379414.73,0.47,350,1871,5,24,569.61,2023-09-04
经开区,孵化器,19720.27,59,0.68,"['投融资服务', '创业辅导', '场地服务', '政策咨询']",电子商务,61881.64,0.42,112,275,7,10,569.68,2020-01-05
碑林区,众创空间,3596.64,14,0.94,"['创业培训', '联合办公']",生物医药,52102.78,0.17,22,108,14,21,212.5,2023-12-05
雁塔区,众创空间,1016.53,45,0.85,"['联合办公', '创业培训']",电子商务,26931.42,0.4,80,345,19,10,515.91,2023-08-11
碑林区,众创空间,4497.75,27,0.69,"['资源对接', '创业培训']",新能源,68202.3,0.23,23,207,7,10,679.4,2021-07-25
经开区,孵化器,12955.06,66,0.86,"['创业辅导', '投融资服务', '政策咨询', '场地服务']",新能源,53965.52,0.38,116,516,5,14,460.66,2021-04-09
长安区,科技园区,84503.32,140,0.87,"['产业集群', '人才服务', '研发支持', '知识产权']",新能源,645649.19,0.38,278,750,19,11,565.32,2021-12-31
高新区,科技园区,147446.67,136,0.86,"['研发支持', '产业集群', '知识产权', '人才服务']",生物医药,354171.59,0.33,192,587,7,8,966.42,2023-01-20
长安区,科技园区,179839.72,246,0.76,"['人才服务', '研发支持']",文创设计,368475.3,0.38,336,1688,5,10,625.72,2020-05-01
高新区,科技园区,100347.41,302,0.78,"['研发支持', '产业集群', '知识产权', '人才服务']",文创设计,543785.93,0.43,308,1089,19,16,129.31,2019-08-17
曲江新区,孵化器,11098.01,77,0.88,"['场地服务', '政策咨询', '创业辅导', '投融资服务']",电子商务,124053.39,0.38,65,271,17,12,228.36,2023-05-07
曲江新区,众创空间,3671.06,46,0.77,"['联合办公', '创业培训']",电子商务,120291.28,0.38,74,337,6,9,942.8,2022-04-19
高新区,孵化器,13450.82,40,0.82,"['创业辅导', '投融资服务']",智能制造,100839.09,0.38,44,307,18,18,578.15,2019-01-08
高新区,孵化器,16518.85,80,0.66,"['场地服务', '投融资服务']",智能制造,546648.57,0.38,74,517,5,16,776.21,2022-05-15
新城区,众创空间,4604.37,21,0.95,"['联合办公', '资源对接', '创业培训']",新能源,90356.87,0.18,33,121,11,5,915.35,2021-07-19
曲江新区,孵化器,15946.08,55,0.72,"['投融资服务', '场地服务', '政策咨询', '创业辅导']",文创设计,47080.18,0.34,103,226,12,16,723.11,2019-05-17
长安区,科技园区,56994.73,386,0.7,"['知识产权', '产业集群', '研发支持']",生物医药,463312.47,0.3,234,2161,5,19,646.92,2023-09-03
曲江新区,孵化器,6734.6,74,0.91,"['投融资服务', '场地服务', '创业辅导', '政策咨询']",智能制造,282575.41,0.3,141,379,14,13,719.42,2023-05-26
经开区,孵化器,5807.39,34,0.62,"['政策咨询', '创业辅导']",人工智能,86613.91,0.34,45,257,14,20,358.91,2020-08-15
灞桥区,众创空间,4237.62,12,0.84,"['创业培训', '资源对接']",智能制造,93696.23,0.2,14,92,7,17,284.57,2019-10-01
碑林区,孵化器,16609.8,71,0.7,"['创业辅导', '政策咨询']",电子商务,192920.17,0.25,97,250,15,9,667.6,2019-10-18
新城区,孵化器,12350.05,79,0.65,"['场地服务', '投融资服务', '创业辅导']",文创设计,104095.6,0.18,64,403,11,8,781.13,2020-02-29
高新区,科技园区,117960.11,360,0.73,"['研发支持', '人才服务', '产业集群']",文创设计,386704.4,0.43,654,2209,13,12,545.47,2023-11-01
高新区,科技园区,69082.32,112,0.82,"['产业集群', '人才服务', '研发支持', '知识产权']",文创设计,144061.82,0.43,125,340,18,16,405.11,2021-10-03
曲江新区,孵化器,7720.16,94,0.67,"['创业辅导', '场地服务']",新能源,321101.38,0.34,106,369,19,14,176.93,2020-04-13
新城区,众创空间,3518.54,32,0.67,"['创业培训', '资源对接']",文创设计,50263.96,0.18,43,216,11,16,182.91,2023-04-07
曲江新区,孵化器,9610.66,58,0.8,"['政策咨询', '场地服务', '创业辅导']",人工智能,66815.11,0.3,75,464,5,5,366.87,2022-06-04
新城区,众创空间,1551.28,34,0.68,"['资源对接', '创业培训', '联合办公']",新能源,121452.33,0.18,52,261,18,24,870.5,2019-09-05
经开区,科技园区,84078.92,383,0.9,"['产业集群', '知识产权', '研发支持', '人才服务']",智能制造,644447.98,0.34,284,1562,6,12,695.35,2019-07-14
碑林区,众创空间,2669.78,49,0.88,"['联合办公', '资源对接', '创业培训']",人工智能,108479.64,0.2,53,163,13,14,377.49,2021-08-09
碑林区,众创空间,2582.29,49,0.91,"['资源对接', '创业培训', '联合办公']",人工智能,202402.44,0.2,55,353,19,22,963.12,2022-02-14
雁塔区,众创空间,4889.69,33,0.89,"['联合办公', '资源对接', '创业培训']",电子商务,44783.72,0.4,64,181,9,19,932.71,2022-07-09
未央区,众创空间,1776.15,15,0.95,"['资源对接', '联合办公']",智能制造,61937.6,0.28,19,68,8,23,996.17,2019-12-18
高新区,孵化器,5020.67,68,0.62,"['政策咨询', '创业辅导', '投融资服务']",电子商务,185017.2,0.47,119,341,7,18,211.79,2019-06-05
莲湖区,孵化器,7001.08,65,0.62,"['创业辅导', '投融资服务']",电子商务,89832.8,0.2,61,368,18,16,542.47,2022-02-25
高新区,孵化器,15225.85,89,0.61,"['投融资服务', '政策咨询', '创业辅导', '场地服务']",智能制造,180128.0,0.38,158,573,11,24,849.09,2022-11-11
曲江新区,孵化器,19435.02,78,0.68,"['场地服务', '政策咨询', '创业辅导']",智能制造,692921.33,0.3,118,334,10,11,528.29,2020-05-13
长安区,科技园区,152158.57,362,0.63,"['产业集群', '人才服务']",人工智能,722870.79,0.34,295,1354,20,23,468.67,2019-06-21
经开区,孵化器,5008.04,41,0.86,"['创业辅导', '场地服务']",智能制造,366994.48,0.34,79,216,7,22,320.87,2020-10-31
新城区,众创空间,1522.13,41,0.8,"['创业培训', '联合办公', '资源对接']",人工智能,198062.69,0.16,64,133,14,7,228.16,2021-04-28
曲江新区,孵化器,9534.83,66,0.78,"['场地服务', '政策咨询', '创业辅导', '投融资服务']",文创设计,82374.02,0.34,96,419,14,22,376.65,2020-11-21
高新区,科技园区,189981.58,209,0.73,"['研发支持', '产业集群']",生物医药,1014252.68,0.33,305,931,6,12,517.06,2020-03-02
经开区,科技园区,160022.16,194,0.75,"['研发支持', '人才服务', '产业集群']",生物医药,497300.83,0.3,336,1463,15,15,161.0,2019-06-19
经开区,科技园区,56073.26,403,0.84,"['人才服务', '产业集群']",文创设计,319644.19,0.38,622,1924,5,15,467.48,2022-10-28
曲江新区,孵化器,9733.6,66,0.77,"['创业辅导', '政策咨询', '投融资服务', '场地服务']",文创设计,20521.99,0.34,132,264,8,9,619.07,2021-07-13
长安区,科技园区,89001.36,344,0.77,"['知识产权', '人才服务', '研发支持', '产业集群']",智能制造,2268477.64,0.34,304,1438,6,14,544.16,2022-10-30
碑林区,众创空间,1571.72,28,0.87,"['资源对接', '联合办公', '创业培训']",文创设计,33423.95,0.23,41,117,20,21,172.53,2021-03-03
新城区,众创空间,1756.32,20,0.85,"['创业培训', '联合办公', '资源对接']",人工智能,85658.82,0.16,20,146,17,22,538.35,2020-05-12
碑林区,科技园区,175872.52,274,0.68,"['产业集群', '知识产权']",电子商务,580927.41,0.25,477,1894,5,13,559.88,2021-05-02
经开区,众创空间,2263.8,28,0.91,"['创业培训', '资源对接']",新能源,167242.06,0.38,31,110,5,19,659.21,2021-06-25
雁塔区,众创空间,1366.94,48,0.85,"['创业培训', '联合办公']",文创设计,24209.08,0.36,40,249,15,16,203.82,2023-04-01
经开区,孵化器,10098.67,63,0.62,"['创业辅导', '政策咨询', '投融资服务']",人工智能,164339.72,0.34,69,370,7,13,382.51,2020-09-20
雁塔区,众创空间,2420.27,37,0.93,"['创业培训', '联合办公']",新能源,199790.59,0.36,18,275,17,17,351.06,2020-06-25
曲江新区,孵化器,9978.0,50,0.74,"['投融资服务', '政策咨询', '创业辅导', '场地服务']",电子商务,62737.44,0.38,41,340,19,18,862.48,2019-04-05
高新区,孵化器,8013.9,82,0.79,"['投融资服务', '创业辅导', '场地服务', '政策咨询']",生物医药,485431.38,0.33,110,510,8,16,434.13,2020-08-14
经开区,科技园区,72127.18,348,0.63,"['研发支持', '人才服务']",智能制造,1376808.82,0.34,411,2212,20,8,206.67,2019-09-07
曲江新区,孵化器,9308.61,98,0.78,"['场地服务', '政策咨询']",人工智能,408037.59,0.3,66,725,16,12,437.7,2022-11-22
高新区,孵化器,8411.51,46,0.94,"['创业辅导', '投融资服务', '场地服务']",生物医药,206620.26,0.33,38,365,5,20,117.07,2020-07-17
高新区,孵化器,6206.77,43,0.67,"['政策咨询', '创业辅导']",智能制造,150202.59,0.38,66,339,12,15,519.12,2021-11-21
灞桥区,科技园区,123010.64,315,0.79,"['人才服务', '研发支持', '知识产权', '产业集群']",文创设计,564966.05,0.23,510,1834,13,19,560.46,2020-10-07
长安区,众创空间,1008.13,41,0.92,"['资源对接', '联合办公']",电子商务,24123.82,0.42,29,171,12,12,572.07,2022-02-28
未央区,众创空间,3007.66,11,0.93,"['资源对接', '联合办公']",电子商务,12992.07,0.35,22,37,9,7,517.77,2023-10-23
雁塔区,众创空间,2318.5,16,0.75,"['创业培训', '联合办公']",文创设计,27747.84,0.36,32,104,20,4,665.71,2022-11-26
长安区,科技园区,59502.85,427,0.94,"['知识产权', '产业集群', '人才服务']",生物医药,2555483.1,0.3,411,2920,8,24,508.24,2023-10-05
高新区,科技园区,161933.11,431,0.61,"['产业集群', '人才服务', '研发支持']",新能源,1465874.76,0.43,754,1791,14,20,483.81,2021-10-03
经开区,孵化器,16067.36,66,0.63,"['政策咨询', '创业辅导', '投融资服务', '场地服务']",人工智能,54538.99,0.34,107,501,17,9,376.57,2019-03-02
高新区,科技园区,104347.45,440,0.78,"['产业集群', '知识产权']",电子商务,580046.05,0.47,494,2238,12,20,392.55,2022-06-04
雁塔区,众创空间,1047.46,42,0.62,"['创业培训', '资源对接', '联合办公']",智能制造,191830.21,0.32,39,162,10,7,134.66,2019-09-03
高新区,科技园区,167749.29,306,0.75,"['知识产权', '研发支持', '产业集群', '人才服务']",电子商务,832380.17,0.47,410,2282,16,15,453.56,2020-01-24
经开区,科技园区,150910.73,240,0.78,"['人才服务', '研发支持', '知识产权']",文创设计,451296.27,0.38,290,1620,20,15,526.81,2020-08-01
雁塔区,众创空间,1389.58,50,0.75,"['创业培训', '联合办公']",文创设计,48634.36,0.36,55,182,12,11,968.91,2023-07-31
长安区,科技园区,153938.35,157,0.67,"['知识产权', '研发支持', '人才服务']",新能源,933486.99,0.38,120,772,10,14,455.13,2021-08-17
新城区,众创空间,3967.3,20,0.93,"['创业培训', '联合办公', '资源对接']",人工智能,86849.61,0.16,19,135,18,21,975.59,2023-09-14
莲湖区,科技园区,112473.09,303,0.76,"['产业集群', '知识产权', '研发支持']",新能源,835836.18,0.18,492,1170,10,5,164.1,2021-01-21
高新区,孵化器,15719.47,92,0.87,"['创业辅导', '政策咨询']",新能源,444960.41,0.43,71,399,20,22,899.15,2022-03-09
新城区,众创空间,1535.39,10,0.94,"['资源对接', '创业培训']",智能制造,72846.74,0.16,7,80,16,8,160.11,2019-09-26
长安区,科技园区,86333.59,168,0.85,"['研发支持', '产业集群', '知识产权']",电子商务,315258.86,0.42,229,1097,7,8,724.56,2021-08-19
高新区,科技园区,128597.58,123,0.93,"['人才服务', '研发支持', '产业集群']",电子商务,94964.15,0.47,180,895,10,12,146.8,2020-06-27
高新区,孵化器,7498.9,42,0.93,"['场地服务', '创业辅导', '政策咨询', '投融资服务']",生物医药,335507.66,0.33,52,199,10,11,477.89,2020-05-20
碑林区,众创空间,1240.43,36,0.94,"['资源对接', '联合办公', '创业培训']",智能制造,38933.99,0.2,46,230,14,10,838.79,2020-08-29
经开区,孵化器,5407.6,79,0.88,"['场地服务', '政策咨询', '投融资服务']",文创设计,146042.68,0.38,49,253,20,14,988.48,2021-02-20
经开区,科技园区,177665.87,352,0.86,"['研发支持', '知识产权']",新能源,1505824.88,0.38,553,1248,9,11,769.11,2019-09-04
未央区,科技园区,196264.09,260,0.73,"['研发支持', '人才服务', '知识产权']",电子商务,536873.66,0.35,173,1153,11,15,608.38,2019-06-02
曲江新区,孵化器,7803.33,55,0.69,"['创业辅导', '政策咨询', '场地服务']",生物医药,436847.85,0.26,91,193,15,17,764.62,2021-12-24
经开区,科技园区,98955.62,256,0.94,"['人才服务', '研发支持']",人工智能,822490.04,0.34,149,1377,10,10,604.63,2022-08-08
高新区,科技园区,199658.77,281,0.68,"['人才服务', '产业集群']",人工智能,1183431.59,0.38,256,1726,14,22,213.07,2020-01-31
