date,district,station,PM2.5,PM10,SO2,NO2,CO,O3,AQI,noise_level,area_type,water_quality,green_coverage,waste_treatment_rate,sewage_treatment_rate
2023-01-10,经开区,经开站,78.41,199.91,25.76,94.53,2.11,123.53,160,64.0,工业区,I类,0.4,0.984,0.946
2023-01-10,经开区,浐灞站,102.12,84.22,21.52,88.61,2.97,241.3,153,57.5,商业区,IV类,0.4,0.954,0.94
2023-01-10,曲江新区,曲江站,47.64,134.4,18.66,60.16,1.44,185.57,111,49.6,居住区,III类,0.5,0.97,0.972
2023-01-10,曲江新区,芙蓉园站,37.99,55.84,22.06,114.34,2.82,192.8,137,69.9,交通干线,IV类,0.5,0.983,0.949
2023-01-11,新城区,民乐站,26.4,46.6,33.87,49.57,2.24,106.23,90,57.6,居住区,II类,0.4,0.958,0.943
2023-01-11,新城区,长乐站,20.14,124.09,35.38,81.61,1.41,133.28,99,72.2,交通干线,II类,0.4,0.977,0.96
2023-01-11,碑林区,小寨站,53.36,104.94,42.3,62.68,1.31,98.91,85,50.8,居住区,III类,0.38,0.967,0.946
2023-01-11,碑林区,文艺路站,31.19,130.68,25.35,87.45,1.59,155.31,105,69.1,商业区,IV类,0.38,0.989,0.962
2023-01-11,莲湖区,北院门站,54.37,142.55,23.81,86.96,1.04,80.62,114,68.5,工业区,I类,0.35,0.978,0.96
2023-01-11,莲湖区,红庙坡站,42.42,46.32,43.08,25.3,1.0,133.09,86,56.9,商业区,III类,0.35,0.969,0.956
2023-01-11,雁塔区,大雁塔站,59.34,84.45,33.51,35.07,2.71,82.88,108,70.3,交通干线,II类,0.45,0.95,0.949
2023-01-11,雁塔区,小雁塔站,23.44,57.16,13.09,62.07,2.7,81.27,108,66.8,交通干线,III类,0.45,0.964,0.96
2023-01-11,未央区,未央宫站,59.88,59.28,19.99,50.96,1.82,106.58,90,51.6,居住区,I类,0.41,0.958,0.965
2023-01-11,未央区,开发区站,57.66,56.59,32.3,68.52,2.59,99.42,104,79.8,交通干线,II类,0.41,0.973,0.975
2023-01-11,灞桥区,灞桥站,44.62,86.29,41.77,89.63,2.52,177.01,108,67.3,交通干线,II类,0.43,0.962,0.96
2023-01-11,灞桥区,纺织城站,83.97,149.33,35.88,27.99,1.65,169.81,126,56.7,居住区,III类,0.43,0.954,0.973
2023-01-11,长安区,郭杜站,54.28,163.03,43.24,32.63,2.24,142.8,130,59.2,商业区,II类,0.48,0.962,0.946
2023-01-11,长安区,大学城站,64.6,119.84,34.82,73.21,1.95,135.12,97,64.7,工业区,III类,0.48,0.977,0.969
2023-01-11,高新区,科技路站,66.98,97.15,32.15,54.33,1.04,106.27,100,68.4,商业区,IV类,0.42,0.953,0.972
2023-01-11,高新区,高新西站,56.05,163.09,32.61,64.39,1.32,49.4,130,68.3,商业区,III类,0.42,0.98,0.97
2023-01-11,高新区,丈八站,45.32,106.73,27.42,53.95,1.9,72.28,85,65.4,交通干线,II类,0.42,0.971,0.974
2023-01-11,经开区,经开站,40.5,48.12,33.56,78.24,2.75,87.86,110,47.7,居住区,I类,0.4,0.954,0.979
2023-01-11,经开区,浐灞站,48.01,100.59,19.11,35.23,1.85,48.25,80,64.5,商业区,III类,0.4,0.977,0.974
2023-01-11,曲江新区,曲江站,66.53,51.02,32.7,35.5,1.34,75.55,100,67.2,工业区,I类,0.5,0.956,0.946
2023-01-11,曲江新区,芙蓉园站,56.31,61.82,14.61,31.56,2.41,55.91,96,65.4,商业区,IV类,0.5,0.959,0.957
2023-01-12,新城区,民乐站,22.46,159.64,34.08,49.4,2.41,54.93,128,69.1,交通干线,I类,0.4,0.958,0.975
2023-01-12,新城区,长乐站,20.51,113.5,42.24,43.13,1.69,67.56,91,47.0,居住区,II类,0.4,0.952,0.952
2023-01-12,碑林区,小寨站,22.25,163.31,11.94,28.11,1.11,113.49,131,48.0,居住区,III类,0.38,0.964,0.978
2023-01-12,碑林区,文艺路站,21.48,49.33,26.12,26.69,1.43,81.15,57,66.9,交通干线,III类,0.38,0.964,0.973
2023-01-12,莲湖区,北院门站,60.61,100.29,35.3,49.13,1.68,153.91,92,70.1,交通干线,V类,0.35,0.979,0.969
2023-01-12,莲湖区,红庙坡站,79.62,155.33,33.18,36.92,1.15,143.05,124,69.8,工业区,IV类,0.35,0.956,0.965
2023-01-12,雁塔区,大雁塔站,80.78,165.61,8.83,44.67,2.15,141.09,132,69.6,交通干线,V类,0.45,0.956,0.975
2023-01-12,雁塔区,小雁塔站,72.09,109.73,35.29,87.8,0.85,143.31,108,67.8,交通干线,V类,0.45,0.965,0.958
2023-01-12,未央区,未央宫站,70.07,67.54,11.4,69.88,2.34,59.54,105,57.2,居住区,IV类,0.41,0.966,0.962
2023-01-12,未央区,开发区站,39.97,51.3,18.68,53.66,1.7,60.46,68,70.3,工业区,I类,0.41,0.96,0.947
2023-01-12,灞桥区,灞桥站,38.32,87.17,31.4,46.26,0.89,116.65,70,67.8,工业区,IV类,0.43,0.965,0.974
2023-01-12,灞桥区,纺织城站,71.16,53.21,36.45,84.32,1.3,48.8,107,71.6,工业区,I类,0.43,0.959,0.949
2023-01-12,长安区,郭杜站,79.57,121.74,39.63,73.13,0.69,57.34,119,66.2,商业区,V类,0.48,0.974,0.952
2023-01-12,长安区,大学城站,81.78,113.47,31.52,26.11,1.57,61.21,123,61.0,商业区,III类,0.48,0.97,0.976
2023-01-12,高新区,科技路站,35.33,132.26,30.84,62.3,0.64,84.34,106,68.0,工业区,III类,0.42,0.982,0.959
2023-01-12,高新区,高新西站,83.92,107.93,11.23,73.52,1.15,70.15,126,63.8,工业区,V类,0.42,0.964,0.941
2023-01-12,高新区,丈八站,62.99,147.49,10.23,31.35,2.35,147.12,118,74.8,工业区,III类,0.42,0.979,0.964
2023-01-12,经开区,经开站,67.62,86.75,13.88,38.37,2.52,110.21,101,50.4,居住区,III类,0.4,0.962,0.945
2023-01-12,经开区,浐灞站,21.31,134.31,41.31,35.13,0.7,90.46,107,64.0,商业区,II类,0.4,0.975,0.975
2023-01-12,曲江新区,曲江站,57.32,49.31,8.51,33.74,1.3,167.57,101,48.5,居住区,I类,0.5,0.961,0.978
2023-01-12,曲江新区,芙蓉园站,48.65,159.09,16.29,66.14,2.48,117.27,127,71.3,交通干线,I类,0.5,0.979,0.973
2023-01-13,新城区,民乐站,33.19,48.34,5.75,29.86,1.11,158.72,95,59.8,商业区,IV类,0.4,0.968,0.958
2023-01-13,新城区,长乐站,62.3,149.46,15.83,46.8,0.65,156.44,120,60.4,工业区,III类,0.4,0.984,0.963
2023-01-13,碑林区,小寨站,40.58,80.21,41.2,65.6,0.71,97.55,82,74.2,工业区,V类,0.38,0.976,0.947
2023-01-13,碑林区,文艺路站,30.46,143.23,11.68,54.0,2.44,159.6,115,68.2,商业区,I类,0.38,0.981,0.944
2023-01-13,莲湖区,北院门站,21.46,51.66,36.07,37.22,1.65,122.66,74,60.7,商业区,V类,0.35,0.981,0.969
2023-01-13,莲湖区,红庙坡站,46.95,97.54,33.95,78.49,2.3,69.68,94,68.2,交通干线,I类,0.35,0.953,0.975
2023-01-13,雁塔区,大雁塔站,17.06,125.44,15.74,80.44,1.12,84.94,100,55.5,商业区,II类,0.45,0.967,0.961
2023-01-13,雁塔区,小雁塔站,33.45,98.71,38.2,36.99,1.84,156.9,94,75.1,交通干线,II类,0.45,0.985,0.953
2023-01-13,未央区,未央宫站,70.42,108.51,8.81,29.45,0.84,126.36,106,68.0,商业区,III类,0.41,0.988,0.948
2023-01-13,未央区,开发区站,64.47,34.84,21.32,30.39,0.99,119.25,97,69.3,交通干线,V类,0.41,0.952,0.943
2023-01-13,灞桥区,灞桥站,47.83,44.81,7.67,35.28,0.99,111.89,72,65.9,交通干线,IV类,0.43,0.966,0.959
2023-01-13,灞桥区,纺织城站,55.99,94.92,18.05,67.59,1.17,114.76,84,59.3,商业区,III类,0.43,0.986,0.96
2023-01-13,长安区,郭杜站,49.37,99.36,31.56,52.9,0.96,122.21,79,61.2,工业区,I类,0.48,0.952,0.961
2023-01-13,长安区,大学城站,32.01,43.93,17.13,28.02,1.83,69.0,73,71.5,工业区,II类,0.48,0.975,0.945
2023-01-13,高新区,科技路站,68.85,125.14,24.04,79.92,1.56,87.88,103,75.5,交通干线,II类,0.42,0.989,0.95
2023-01-13,高新区,高新西站,63.59,112.11,32.08,74.65,1.61,106.88,95,74.0,工业区,IV类,0.42,0.985,0.942
2023-01-13,高新区,丈八站,45.78,148.26,11.09,29.11,0.55,161.76,119,48.9,居住区,V类,0.42,0.956,0.976
2023-01-13,经开区,经开站,29.31,124.03,20.98,76.71,2.23,92.91,99,74.3,工业区,I类,0.4,0.953,0.953
2023-01-13,经开区,浐灞站,53.73,127.3,10.5,40.79,1.98,100.62,102,66.3,商业区,I类,0.4,0.987,0.964
2023-01-13,曲江新区,曲江站,57.58,57.99,33.19,67.07,2.15,80.63,86,47.6,居住区,II类,0.5,0.966,0.943
2023-01-13,曲江新区,芙蓉园站,57.24,39.5,27.02,74.49,1.27,80.31,89,64.7,工业区,IV类,0.5,0.99,0.969
2023-01-14,新城区,民乐站,23.37,103.05,52.21,63.76,1.55,160.62,104,61.3,工业区,II类,0.4,0.961,0.978
2023-01-14,新城区,长乐站,52.71,98.85,23.92,30.77,3.51,144.65,140,63.5,商业区,I类,0.4,0.986,0.949
2023-01-14,碑林区,小寨站,97.48,50.23,25.42,56.96,2.17,195.58,146,58.8,居住区,I类,0.38,0.968,0.977
2023-01-14,碑林区,文艺路站,39.87,177.51,32.04,36.85,1.64,161.85,142,74.2,交通干线,III类,0.38,0.952,0.977
2023-01-14,莲湖区,北院门站,78.58,50.91,52.84,105.01,1.8,173.43,126,50.4,居住区,V类,0.35,0.969,0.974
2023-01-14,莲湖区,红庙坡站,88.63,117.35,42.44,50.75,2.72,162.75,133,72.4,工业区,V类,0.35,0.971,0.98
2023-01-14,雁塔区,大雁塔站,90.8,178.42,16.5,76.35,2.17,171.52,143,65.0,交通干线,III类,0.45,0.972,0.971
2023-01-14,雁塔区,小雁塔站,22.88,180.93,37.87,47.05,1.37,65.36,145,65.8,交通干线,IV类,0.45,0.975,0.947
2023-01-14,未央区,未央宫站,79.06,154.66,18.49,38.32,0.78,85.12,124,49.0,居住区,II类,0.41,0.973,0.943
2023-01-14,未央区,开发区站,28.84,77.53,35.62,87.14,3.36,75.04,134,53.1,居住区,II类,0.41,0.987,0.954
2023-01-14,灞桥区,灞桥站,86.68,135.26,54.55,113.38,0.86,106.44,136,65.8,交通干线,III类,0.43,0.967,0.957
2023-01-14,灞桥区,纺织城站,90.92,101.61,30.12,89.42,1.3,187.65,136,52.3,居住区,II类,0.43,0.982,0.946
2023-01-14,长安区,郭杜站,75.82,120.92,17.31,65.18,2.2,127.87,114,71.0,交通干线,I类,0.48,0.96,0.97
2023-01-14,长安区,大学城站,81.57,132.55,31.63,107.43,3.3,74.52,132,72.2,工业区,V类,0.48,0.973,0.944
2023-01-14,高新区,科技路站,45.77,128.96,28.89,40.38,3.05,107.57,122,53.9,居住区,I类,0.42,0.977,0.98
2023-01-14,高新区,高新西站,107.28,109.62,47.4,48.82,0.74,60.47,161,79.6,交通干线,V类,0.42,0.952,0.979
2023-01-14,高新区,丈八站,30.62,189.01,55.71,98.3,1.24,107.63,151,69.0,交通干线,I类,0.42,0.957,0.961
2023-01-14,经开区,经开站,34.75,203.72,40.32,89.17,3.03,184.22,163,68.5,交通干线,I类,0.4,0.957,0.975
2023-01-14,经开区,浐灞站,66.37,43.3,40.79,100.24,1.14,215.54,129,58.7,居住区,IV类,0.4,0.97,0.98
2023-01-14,曲江新区,曲江站,107.1,160.39,19.69,113.21,3.55,199.26,161,79.8,交通干线,IV类,0.5,0.987,0.967
2023-01-14,曲江新区,芙蓉园站,104.44,205.99,34.13,114.56,2.31,225.65,165,55.5,商业区,III类,0.5,0.966,0.98
2023-01-15,新城区,民乐站,57.06,59.14,36.93,54.09,2.79,63.53,112,47.3,居住区,I类,0.4,0.953,0.965
2023-01-15,新城区,长乐站,55.65,47.78,14.65,32.02,0.76,101.93,83,69.2,商业区,I类,0.4,0.971,0.953
2023-01-15,碑林区,小寨站,69.95,129.33,20.44,92.29,1.65,187.94,113,63.1,工业区,II类,0.38,0.962,0.948
2023-01-15,碑林区,文艺路站,37.11,157.76,45.29,39.07,2.08,158.98,126,65.4,工业区,III类,0.38,0.974,0.945
2023-01-15,莲湖区,北院门站,52.63,97.29,20.82,91.95,2.47,189.19,114,71.1,工业区,I类,0.35,0.957,0.95
2023-01-15,莲湖区,红庙坡站,83.74,88.97,17.19,29.64,0.7,61.76,126,60.6,工业区,II类,0.35,0.97,0.942
2023-01-15,雁塔区,大雁塔站,32.57,81.16,42.59,26.03,0.69,172.15,103,72.2,交通干线,II类,0.45,0.989,0.956
2023-01-15,雁塔区,小雁塔站,24.3,169.36,13.22,31.6,1.09,112.61,135,77.9,交通干线,III类,0.45,0.967,0.946
2023-01-15,未央区,未央宫站,44.8,76.03,23.08,67.77,0.98,142.23,85,65.9,商业区,I类,0.41,0.987,0.95
2023-01-15,未央区,开发区站,54.28,103.27,10.94,79.99,2.59,49.53,104,78.2,交通干线,III类,0.41,0.983,0.977
2023-01-15,灞桥区,灞桥站,27.4,103.1,18.92,49.0,2.49,181.27,109,65.4,商业区,V类,0.43,0.971,0.977
2023-01-15,灞桥区,纺织城站,79.27,83.26,25.32,58.58,1.76,123.51,119,70.2,工业区,V类,0.43,0.953,0.967
2023-01-15,长安区,郭杜站,68.34,45.78,13.46,90.12,0.98,165.48,108,67.1,交通干线,V类,0.48,0.979,0.962
2023-01-15,长安区,大学城站,56.46,117.06,32.24,79.47,2.01,73.8,95,60.5,工业区,II类,0.48,0.982,0.97
2023-01-15,高新区,科技路站,49.58,49.85,31.42,62.61,0.94,71.19,75,62.9,商业区,I类,0.42,0.955,0.973
2023-01-15,高新区,高新西站,53.51,144.53,39.73,35.48,1.79,184.12,116,52.5,居住区,IV类,0.42,0.973,0.945
2023-01-15,高新区,丈八站,31.54,132.84,18.16,74.92,2.05,81.98,106,50.2,居住区,I类,0.42,0.976,0.953
2023-01-15,经开区,经开站,30.69,67.91,35.76,62.94,1.59,86.38,76,78.3,交通干线,II类,0.4,0.988,0.958
2023-01-15,经开区,浐灞站,42.98,112.54,15.4,92.57,2.93,98.12,117,78.9,交通干线,II类,0.4,0.966,0.967
2023-01-15,曲江新区,曲江站,42.96,46.8,46.12,49.46,1.88,171.0,103,57.2,居住区,II类,0.5,0.961,0.971
2023-01-15,曲江新区,芙蓉园站,45.18,166.94,10.39,58.65,0.94,155.56,134,73.3,工业区,IV类,0.5,0.969,0.941
2023-01-16,新城区,民乐站,64.7,34.94,17.98,79.96,1.42,103.01,97,69.6,商业区,II类,0.4,0.964,0.965
2023-01-16,新城区,长乐站,56.29,40.47,20.07,45.01,2.34,132.87,94,65.7,交通干线,IV类,0.4,0.953,0.95
2023-01-16,碑林区,小寨站,39.83,56.04,41.29,47.66,2.57,123.04,103,67.5,商业区,II类,0.38,0.969,0.964
2023-01-16,碑林区,文艺路站,16.8,161.85,26.66,48.77,2.47,145.88,129,55.1,商业区,III类,0.38,0.961,0.97
2023-01-16,莲湖区,北院门站,81.25,39.79,14.92,53.06,0.93,44.76,122,69.0,交通干线,IV类,0.35,0.958,0.98
2023-01-16,莲湖区,红庙坡站,41.92,41.85,10.03,62.85,1.56,170.04,102,68.5,商业区,IV类,0.35,0.969,0.978
2023-01-16,雁塔区,大雁塔站,43.04,79.57,9.02,55.06,1.67,106.1,67,55.0,商业区,IV类,0.45,0.966,0.958
2023-01-16,雁塔区,小雁塔站,19.96,159.43,19.35,72.45,1.39,171.47,128,59.2,商业区,III类,0.45,0.985,0.978
2023-01-16,未央区,未央宫站,46.85,131.34,38.9,58.33,2.58,158.0,105,52.2,居住区,I类,0.41,0.972,0.966
2023-01-16,未央区,开发区站,21.62,68.13,30.14,44.21,2.3,119.97,92,62.2,商业区,III类,0.41,0.95,0.958
2023-01-16,灞桥区,灞桥站,53.33,152.3,20.07,60.06,1.65,100.56,122,68.1,商业区,I类,0.43,0.989,0.957
2023-01-16,灞桥区,纺织城站,75.73,39.84,9.63,59.49,1.99,128.76,114,63.8,工业区,V类,0.43,0.976,0.941
2023-01-16,长安区,郭杜站,26.95,62.85,16.12,61.44,0.7,175.72,105,67.0,交通干线,V类,0.48,0.976,0.973
2023-01-16,长安区,大学城站,77.84,61.88,40.61,75.48,2.62,54.13,117,59.9,商业区,I类,0.48,0.985,0.965
2023-01-16,高新区,科技路站,33.14,75.58,33.03,87.93,0.93,123.24,106,48.8,居住区,IV类,0.42,0.987,0.974
2023-01-16,高新区,高新西站,18.94,57.17,7.45,23.51,2.53,141.0,101,72.9,工业区,V类,0.42,0.963,0.965
2023-01-16,高新区,丈八站,28.53,131.86,24.69,33.15,2.33,117.09,105,77.8,交通干线,V类,0.42,0.968,0.978
2023-01-16,经开区,经开站,59.75,76.44,8.64,77.73,1.32,109.93,93,74.9,交通干线,IV类,0.4,0.97,0.964
2023-01-16,经开区,浐灞站,77.8,46.85,11.47,30.81,2.64,114.17,117,70.8,工业区,III类,0.4,0.967,0.968
2023-01-16,曲江新区,曲江站,61.63,64.53,7.75,35.89,2.61,131.92,104,59.8,商业区,II类,0.5,0.958,0.97
2023-01-16,曲江新区,芙蓉园站,49.0,146.34,16.07,82.2,2.59,130.29,117,62.3,商业区,II类,0.5,0.984,0.953
2023-01-17,新城区,民乐站,76.88,39.42,44.68,40.24,2.61,178.54,115,68.8,商业区,II类,0.4,0.987,0.98
2023-01-17,新城区,长乐站,18.54,141.73,28.81,73.21,1.67,122.99,113,66.5,工业区,IV类,0.4,0.959,0.948
2023-01-17,碑林区,小寨站,48.72,107.43,39.82,32.72,1.76,149.63,90,70.9,工业区,II类,0.38,0.954,0.947
2023-01-17,碑林区,文艺路站,54.94,126.41,25.53,70.33,2.47,101.92,101,70.8,工业区,V类,0.38,0.979,0.96
2023-01-17,莲湖区,北院门站,63.8,61.25,29.88,40.63,1.4,97.28,96,65.7,商业区,II类,0.35,0.969,0.971
2023-01-17,莲湖区,红庙坡站,73.35,101.09,38.34,30.48,2.49,75.74,110,64.4,工业区,III类,0.35,0.967,0.962
2023-01-17,雁塔区,大雁塔站,76.6,96.12,42.91,42.95,1.25,126.47,115,49.7,居住区,V类,0.45,0.968,0.941
2023-01-17,雁塔区,小雁塔站,64.48,59.63,31.01,34.98,1.99,149.29,97,58.5,商业区,V类,0.45,0.962,0.951
2023-01-17,未央区,未央宫站,17.82,139.91,12.25,72.83,2.24,98.78,112,57.2,居住区,V类,0.41,0.977,0.961
2023-01-17,未央区,开发区站,27.64,134.01,43.22,40.7,1.26,170.11,107,66.7,工业区,III类,0.41,0.972,0.944
2023-01-17,灞桥区,灞桥站,78.68,143.12,27.85,76.58,1.09,55.81,118,73.4,工业区,IV类,0.43,0.963,0.95
2023-01-17,灞桥区,纺织城站,64.97,123.89,13.64,76.71,2.62,147.04,105,71.4,交通干线,I类,0.43,0.973,0.942
2023-01-17,长安区,郭杜站,45.8,51.08,14.67,45.07,1.54,53.1,69,73.4,工业区,III类,0.48,0.982,0.971
2023-01-17,长安区,大学城站,73.98,68.32,18.69,24.78,1.22,70.41,111,70.5,交通干线,II类,0.48,0.962,0.964
2023-01-17,高新区,科技路站,19.26,59.28,18.04,23.46,1.75,100.37,70,74.8,交通干线,I类,0.42,0.951,0.946
2023-01-17,高新区,高新西站,28.95,114.27,8.02,31.17,1.64,170.72,102,80.0,交通干线,V类,0.42,0.986,0.975
2023-01-17,高新区,丈八站,37.93,122.86,31.83,61.36,1.93,117.54,98,64.3,商业区,V类,0.42,0.979,0.963
2023-01-17,经开区,经开站,55.49,60.16,37.67,70.91,1.84,133.65,85,75.6,交通干线,III类,0.4,0.956,0.973
2023-01-17,经开区,浐灞站,39.98,110.1,22.04,68.66,1.31,76.75,88,59.7,居住区,I类,0.4,0.955,0.954
2023-01-17,曲江新区,曲江站,46.18,123.32,11.09,25.27,1.63,82.84,99,55.4,居住区,III类,0.5,0.968,0.947
2023-01-17,曲江新区,芙蓉园站,61.52,105.03,39.92,25.51,0.58,142.34,92,69.9,工业区,I类,0.5,0.979,0.954
2023-01-18,新城区,民乐站,75.46,40.83,24.58,63.72,0.72,89.69,113,74.2,交通干线,III类,0.4,0.982,0.96
2023-01-18,新城区,长乐站,46.74,63.3,10.6,75.32,0.93,143.2,90,77.9,交通干线,III类,0.4,0.976,0.963
2023-01-18,碑林区,小寨站,38.5,80.19,41.33,54.13,2.21,172.99,104,73.7,交通干线,IV类,0.38,0.98,0.96
2023-01-18,碑林区,文艺路站,71.37,73.48,24.24,38.51,1.96,74.57,107,71.7,交通干线,V类,0.38,0.955,0.965
2023-01-18,莲湖区,北院门站,24.44,63.59,31.85,71.91,2.11,125.18,86,55.2,商业区,IV类,0.35,0.962,0.96
2023-01-18,莲湖区,红庙坡站,45.1,74.26,32.65,74.49,2.83,115.22,113,45.9,居住区,V类,0.35,0.977,0.957
2023-01-18,雁塔区,大雁塔站,34.98,87.85,28.42,78.69,2.64,178.37,107,56.2,居住区,III类,0.45,0.986,0.972
2023-01-18,雁塔区,小雁塔站,70.49,98.03,30.83,53.51,0.87,89.89,106,67.3,交通干线,III类,0.45,0.983,0.956
2023-01-18,未央区,未央宫站,19.49,78.11,17.83,60.97,1.33,56.04,73,60.8,商业区,I类,0.41,0.96,0.958
2023-01-18,未央区,开发区站,51.63,97.3,38.84,69.97,1.5,154.92,93,68.9,商业区,III类,0.41,0.972,0.962
2023-01-18,灞桥区,灞桥站,41.6,82.67,34.97,55.78,0.67,93.11,70,67.1,交通干线,IV类,0.43,0.977,0.95
2023-01-18,灞桥区,纺织城站,44.66,67.15,38.29,54.82,2.48,107.89,99,45.5,居住区,I类,0.43,0.964,0.946
2023-01-18,长安区,郭杜站,28.09,97.55,9.68,52.98,1.18,119.11,78,59.2,商业区,IV类,0.48,0.972,0.979
2023-01-18,长安区,大学城站,45.24,50.28,8.22,39.57,1.24,86.34,68,47.1,居住区,IV类,0.48,0.97,0.951
2023-01-18,高新区,科技路站,53.74,165.19,26.55,76.73,0.73,131.36,132,61.4,工业区,III类,0.42,0.961,0.955
2023-01-18,高新区,高新西站,36.07,117.46,23.47,84.84,1.84,67.88,102,75.9,交通干线,V类,0.42,0.967,0.942
2023-01-18,高新区,丈八站,80.13,136.71,19.73,80.25,0.86,172.49,120,72.5,工业区,I类,0.42,0.964,0.971
2023-01-18,经开区,经开站,45.22,77.29,39.62,63.41,2.38,77.54,95,67.6,商业区,I类,0.4,0.964,0.966
2023-01-18,经开区,浐灞站,40.66,144.82,13.97,23.62,2.41,162.13,116,60.2,商业区,II类,0.4,0.987,0.965
2023-01-18,曲江新区,曲江站,41.01,47.15,20.86,35.21,0.69,88.75,62,73.2,工业区,I类,0.5,0.965,0.966
2023-01-18,曲江新区,芙蓉园站,83.15,154.21,24.93,24.12,1.98,47.31,125,67.3,商业区,IV类,0.5,0.985,0.944
2023-01-19,新城区,民乐站,79.63,85.21,8.23,71.13,1.78,166.62,119,65.6,交通干线,II类,0.4,0.986,0.956
2023-01-19,新城区,长乐站,55.35,159.62,37.32,72.66,1.31,137.32,128,46.7,居住区,II类,0.4,0.961,0.969
2023-01-19,碑林区,小寨站,19.47,63.94,37.28,69.84,1.06,62.85,84,64.0,工业区,IV类,0.38,0.964,0.974
2023-01-19,碑林区,文艺路站,18.38,142.3,16.65,47.29,2.46,138.54,114,73.6,工业区,IV类,0.38,0.967,0.949
2023-01-19,莲湖区,北院门站,58.77,136.75,37.59,82.36,2.01,49.76,109,76.8,交通干线,III类,0.35,0.98,0.958
2023-01-19,莲湖区,红庙坡站,39.81,147.61,20.25,54.04,1.85,118.88,118,64.8,工业区,I类,0.35,0.986,0.974
2023-01-19,雁塔区,大雁塔站,43.68,155.7,22.13,33.08,1.19,104.56,125,72.0,工业区,V类,0.45,0.968,0.96
2023-01-19,雁塔区,小雁塔站,52.92,148.86,14.95,64.4,1.9,118.88,119,68.4,交通干线,III类,0.45,0.955,0.973
2023-01-19,未央区,未央宫站,22.03,89.14,15.08,34.24,1.15,135.32,81,63.9,商业区,I类,0.41,0.968,0.944
2023-01-19,未央区,开发区站,69.67,36.65,29.91,70.85,1.68,115.66,105,63.1,工业区,I类,0.41,0.952,0.963
2023-01-19,灞桥区,灞桥站,52.85,151.47,29.95,23.26,2.19,152.05,121,62.3,工业区,IV类,0.43,0.958,0.94
2023-01-19,灞桥区,纺织城站,48.63,133.01,33.92,36.53,2.15,167.76,106,55.8,居住区,I类,0.43,0.959,0.972
2023-01-19,长安区,郭杜站,28.59,71.22,30.3,59.34,0.74,107.18,71,68.8,交通干线,V类,0.48,0.954,0.978
2023-01-19,长安区,大学城站,62.81,118.05,35.94,61.31,1.72,116.02,94,50.1,居住区,II类,0.48,0.969,0.973
2023-01-19,高新区,科技路站,63.51,140.45,20.94,82.39,1.6,154.07,112,65.3,交通干线,III类,0.42,0.972,0.957
2023-01-19,高新区,高新西站,37.97,144.55,26.93,67.9,1.96,78.33,116,50.1,居住区,II类,0.42,0.962,0.942
2023-01-19,高新区,丈八站,78.55,158.19,5.91,67.34,1.31,145.34,127,65.3,工业区,IV类,0.42,0.951,0.959
2023-01-19,经开区,经开站,45.99,147.36,38.55,62.57,2.3,74.93,118,79.0,交通干线,I类,0.4,0.974,0.947
2023-01-19,经开区,浐灞站,25.17,54.58,31.31,57.1,1.46,68.9,69,68.3,交通干线,I类,0.4,0.979,0.969
2023-01-19,曲江新区,曲江站,37.42,116.39,20.95,55.28,2.61,169.56,104,69.3,商业区,II类,0.5,0.959,0.973
2023-01-19,曲江新区,芙蓉园站,26.53,90.58,32.43,61.73,1.77,87.1,74,73.5,工业区,V类,0.5,0.971,0.947
2023-01-20,新城区,民乐站,45.25,40.16,13.07,61.12,1.88,77.05,75,56.4,商业区,V类,0.4,0.957,0.972
2023-01-20,新城区,长乐站,29.72,47.95,10.77,23.93,1.86,67.93,74,53.8,居住区,I类,0.4,0.96,0.977
2023-01-20,碑林区,小寨站,81.78,156.53,21.39,82.01,1.79,108.68,125,56.6,商业区,II类,0.38,0.988,0.967
2023-01-20,碑林区,文艺路站,53.12,89.08,17.82,75.24,1.49,146.82,90,73.6,交通干线,III类,0.38,0.962,0.945
2023-01-20,莲湖区,北院门站,48.6,97.41,21.8,36.84,2.52,50.06,101,74.8,工业区,III类,0.35,0.967,0.972
2023-01-20,莲湖区,红庙坡站,19.94,52.69,14.4,35.4,1.93,99.53,77,47.6,居住区,I类,0.35,0.967,0.974
2023-01-20,雁塔区,大雁塔站,82.99,46.31,10.77,41.02,0.62,112.46,124,64.6,工业区,III类,0.45,0.986,0.942
