qc_id,po_id,material_id,supplier_id,inspection_date,total_quantity,inspected_quantity,defect_quantity,defect_rate,defect_type,severity,action_taken,inspector
QC000261,PO000261,MAT036,SUP006,2022-02-15,220,75,0,0.0029,无,无,接收,Inspector-4
QC000262,PO000262,MAT040,SUP002,2022-03-11,140,36,10,0.0785,清洁度不足,中,折价接收,Inspector-4
QC000263,PO000263,MAT006,SUP020,2022-02-26,130,40,0,0.0014,无,无,接收,Inspector-3
QC000264,PO000264,MAT008,SUP006,2022-02-14,200,69,0,0.0041,无,无,接收,Inspector-4
QC000265,PO000265,MAT011,SUP011,2022-02-27,150,89,0,0.0041,无,无,接收,Inspector-4
QC000266,PO000266,MAT018,SUP010,2022-02-19,100,100,0,0.0032,无,无,接收,Inspector-1
QC000267,PO000267,MAT019,SUP009,2022-03-04,350,72,0,0.0024,无,无,接收,Inspector-5
QC000268,PO000268,MAT030,SUP016,2022-03-06,53,53,0,0.0007,无,无,接收,Inspector-2
QC000269,PO000269,MAT035,SUP006,2022-02-25,162,90,0,0.0009,无,无,接收,Inspector-1
QC000270,PO000270,MAT039,SUP016,2022-03-04,200,62,0,0.0034,无,无,接收,Inspector-2
QC000271,PO000271,MAT043,SUP005,2022-02-24,20,20,0,0.0013,无,无,接收,Inspector-4
QC000272,PO000272,MAT045,SUP005,2022-02-23,200,72,0,0.0021,无,无,接收,Inspector-4
QC000273,PO000273,MAT046,SUP005,2022-02-21,130,55,0,0.0019,无,无,接收,Inspector-5
QC000274,PO000274,MAT001,SUP005,2022-02-23,200,54,0,0.0044,无,无,接收,Inspector-1
QC000275,PO000275,MAT003,SUP018,2022-02-16,60,60,4,0.0774,包装破损,低,退回,Inspector-4
QC000276,PO000276,MAT014,SUP010,2022-02-20,37,37,0,0.0048,无,无,接收,Inspector-4
QC000277,PO000277,MAT015,SUP005,2022-02-22,100,100,0,0.0017,无,无,接收,Inspector-3
QC000278,PO000278,MAT031,SUP001,2022-03-08,95,95,0,0.0018,无,无,接收,Inspector-1
QC000279,PO000279,MAT043,SUP005,2022-02-21,20,20,0,0.0024,无,无,接收,Inspector-2
QC000280,PO000280,MAT046,SUP005,2022-02-24,280,84,0,0.0003,无,无,接收,Inspector-3
QC000281,PO000281,MAT002,SUP006,2022-02-18,300,80,0,0.0021,无,无,接收,Inspector-1
QC000282,PO000282,MAT009,SUP015,2022-02-26,300,37,15,0.0522,包装破损,中,供应商返工,Inspector-2
QC000283,PO000283,MAT012,SUP004,2022-02-18,100,100,0,0.0044,无,无,接收,Inspector-3
QC000284,PO000284,MAT013,SUP016,2022-03-08,96,96,0,0.0026,无,无,接收,Inspector-2
QC000285,PO000285,MAT023,SUP012,2022-02-28,340,100,11,0.0348,功能缺陷,高,特殊批准使用,Inspector-3
QC000286,PO000286,MAT027,SUP005,2022-02-25,460,37,0,0.0013,无,无,接收,Inspector-4
QC000287,PO000287,MAT036,SUP006,2022-02-15,160,32,0,0.0047,无,无,接收,Inspector-1
QC000288,PO000288,MAT044,SUP001,2022-03-07,50,50,4,0.0908,功能缺陷,中,退回,Inspector-5
QC000289,PO000289,MAT050,SUP009,2022-02-26,181,81,12,0.0663,清洁度不足,低,折价接收,Inspector-1
QC000290,PO000290,MAT005,SUP005,2022-02-22,130,88,0,0.004,无,无,接收,Inspector-4
QC000291,PO000291,MAT011,SUP011,2022-03-01,120,56,0,0.0022,无,无,接收,Inspector-1
QC000292,PO000292,MAT022,SUP008,2022-03-06,45,45,0,0.0011,无,无,接收,Inspector-1
QC000293,PO000293,MAT036,SUP006,2022-02-17,100,100,0,0.004,无,无,接收,Inspector-2
QC000294,PO000294,MAT001,SUP005,2022-02-23,100,100,0,0.0007,无,无,接收,Inspector-2
QC000295,PO000295,MAT004,SUP005,2022-02-23,250,61,0,0.0018,无,无,接收,Inspector-2
QC000296,PO000296,MAT007,SUP003,2022-03-15,150,100,0,0.0025,无,无,接收,Inspector-4
QC000297,PO000297,MAT014,SUP006,2022-02-19,60,60,0,0.0033,无,无,接收,Inspector-1
QC000298,PO000298,MAT022,SUP008,2022-03-07,32,32,0,0.0047,无,无,接收,Inspector-2
QC000299,PO000299,MAT024,SUP005,2022-02-27,200,81,0,0.0006,无,无,接收,Inspector-1
QC000300,PO000300,MAT033,SUP011,2022-03-04,320,96,0,0.0017,无,无,接收,Inspector-5
QC000301,PO000301,MAT044,SUP001,2022-03-15,100,100,0,0.0047,无,无,接收,Inspector-2
QC000302,PO000302,MAT046,SUP005,2022-03-02,210,53,0,0.0039,无,无,接收,Inspector-2
QC000303,PO000303,MAT003,SUP003,2022-03-07,80,80,7,0.0878,功能缺陷,中,退回,Inspector-3
QC000304,PO000304,MAT011,SUP011,2022-02-28,140,30,2,0.0211,功能缺陷,高,供应商返工,Inspector-4
QC000305,PO000305,MAT015,SUP005,2022-03-05,60,60,0,0.0026,无,无,接收,Inspector-5
QC000306,PO000306,MAT018,SUP010,2022-03-04,160,71,0,0.0014,无,无,接收,Inspector-5
QC000307,PO000307,MAT034,SUP014,2022-03-13,200,38,0,0.0006,无,无,接收,Inspector-1
QC000308,PO000308,MAT037,SUP014,2022-03-15,92,92,0,0.0025,无,无,接收,Inspector-1
QC000309,PO000309,MAT038,SUP014,2022-03-09,100,100,0,0.0025,无,无,接收,Inspector-3
QC000310,PO000310,MAT045,SUP005,2022-03-05,200,36,0,0.0013,无,无,接收,Inspector-3
QC000311,PO000311,MAT001,SUP005,2022-02-24,200,84,0,0.0015,无,无,接收,Inspector-2
QC000312,PO000312,MAT015,SUP005,2022-03-01,120,66,0,0.0025,无,无,接收,Inspector-5
QC000313,PO000313,MAT019,SUP007,2022-03-01,250,62,0,0.0002,无,无,接收,Inspector-5
QC000314,PO000314,MAT026,SUP006,2022-02-20,600,68,1,0.0023,轻微尺寸偏差,低,特殊批准使用,Inspector-2
QC000315,PO000315,MAT027,SUP005,2022-03-02,110,84,0,0.0003,无,无,接收,Inspector-4
QC000316,PO000316,MAT047,SUP002,2022-03-13,50,50,0,0.0017,无,无,接收,Inspector-2
QC000317,PO000317,MAT048,SUP007,2022-03-03,120,47,0,0.005,无,无,接收,Inspector-2
QC000318,PO000318,MAT049,SUP001,2022-03-19,60,60,1,0.0245,功能缺陷,低,折价接收,Inspector-5
QC000319,PO000319,MAT008,SUP014,2022-03-21,200,63,0,0.0049,无,无,接收,Inspector-4
QC000320,PO000320,MAT011,SUP011,2022-02-28,140,33,0,0.0027,无,无,接收,Inspector-3
QC000321,PO000321,MAT013,SUP020,2022-03-18,240,69,0,0.0041,无,无,接收,Inspector-1
QC000322,PO000322,MAT022,SUP008,2022-03-08,30,30,0,0.0042,无,无,接收,Inspector-4
QC000323,PO000323,MAT025,SUP009,2022-03-08,37,37,0,0.003,无,无,接收,Inspector-3
QC000324,PO000324,MAT028,SUP017,2022-03-11,100,100,0,0.004,无,无,接收,Inspector-3
QC000325,PO000325,MAT030,SUP006,2022-02-23,56,56,0,0.0022,无,无,接收,Inspector-2
QC000326,PO000326,MAT036,SUP006,2022-02-21,330,42,1,0.0046,轻微尺寸偏差,低,特殊批准使用,Inspector-2
QC000327,PO000327,MAT043,SUP005,2022-03-03,65,65,0,0.0008,无,无,接收,Inspector-4
QC000328,PO000328,MAT044,SUP001,2022-03-25,47,47,0,0.0206,尺寸偏差,高,折价接收,Inspector-4
QC000329,PO000329,MAT045,SUP005,2022-02-28,100,100,0,0.0033,无,无,接收,Inspector-2
QC000330,PO000330,MAT046,SUP005,2022-03-03,290,34,1,0.0045,轻微尺寸偏差,低,特殊批准使用,Inspector-1
QC000331,PO000331,MAT002,SUP006,2022-02-23,300,90,19,0.0648,外观不符,高,特殊批准使用,Inspector-1
QC000332,PO000332,MAT010,SUP011,2022-03-01,145,93,0,0.0001,无,无,接收,Inspector-1
QC000333,PO000333,MAT015,SUP005,2022-03-01,80,80,0,0.0002,无,无,接收,Inspector-5
QC000334,PO000334,MAT034,SUP014,2022-03-15,100,100,0,0.0044,无,无,接收,Inspector-2
QC000335,PO000335,MAT037,SUP006,2022-02-22,207,97,18,0.0899,清洁度不足,低,退回,Inspector-3
QC000336,PO000336,MAT047,SUP019,2022-02-27,50,50,3,0.0762,尺寸偏差,低,供应商返工,Inspector-2
QC000337,PO000337,MAT050,SUP009,2022-03-07,70,70,0,0.0022,无,无,接收,Inspector-3
QC000338,PO000338,MAT015,SUP005,2022-03-08,120,31,0,0.0042,无,无,接收,Inspector-4
QC000339,PO000339,MAT021,SUP005,2022-03-04,340,91,0,0.0009,无,无,接收,Inspector-5
QC000340,PO000340,MAT027,SUP005,2022-03-04,180,36,0,0.0036,无,无,接收,Inspector-3
QC000341,PO000341,MAT044,SUP007,2022-03-11,100,100,4,0.042,杂质混入,中,折价接收,Inspector-3
QC000342,PO000342,MAT045,SUP005,2022-03-08,200,80,0,0.004,无,无,接收,Inspector-4
QC000343,PO000343,MAT001,SUP005,2022-03-07,100,100,0,0.0039,无,无,接收,Inspector-1
QC000344,PO000344,MAT019,SUP009,2022-03-05,350,51,24,0.0689,材质问题,高,折价接收,Inspector-4
QC000345,PO000345,MAT029,SUP001,2022-03-20,80,80,0,0.0012,无,无,接收,Inspector-2
QC000346,PO000346,MAT039,SUP020,2022-03-10,90,90,0,0.0006,无,无,接收,Inspector-1
QC000347,PO000347,MAT043,SUP005,2022-03-10,145,82,0,0.0047,无,无,接收,Inspector-3
QC000348,PO000348,MAT050,SUP009,2022-03-08,80,80,5,0.0656,尺寸偏差,低,退回,Inspector-4
QC000349,PO000349,MAT001,SUP005,2022-03-03,100,100,0,0.0011,无,无,接收,Inspector-3
QC000350,PO000350,MAT006,SUP016,2022-03-15,340,93,0,0.0015,无,无,接收,Inspector-3
QC000351,PO000351,MAT018,SUP010,2022-03-02,320,85,0,0.0023,无,无,接收,Inspector-5
QC000352,PO000352,MAT024,SUP005,2022-03-04,200,32,0,0.0024,无,无,接收,Inspector-5
QC000353,PO000353,MAT028,SUP017,2022-03-11,230,56,0,0.0003,无,无,接收,Inspector-3
QC000354,PO000354,MAT034,SUP014,2022-03-14,100,100,0,0.0008,无,无,接收,Inspector-2
QC000355,PO000355,MAT046,SUP005,2022-03-08,260,90,0,0.0004,无,无,接收,Inspector-1
QC000356,PO000356,MAT049,SUP001,2022-03-17,140,34,0,0.0048,无,无,接收,Inspector-5
QC000357,PO000357,MAT002,SUP006,2022-02-28,300,67,1,0.004,轻微尺寸偏差,低,特殊批准使用,Inspector-1
QC000358,PO000358,MAT003,SUP012,2022-03-07,60,60,0,0.0009,无,无,接收,Inspector-1
QC000359,PO000359,MAT007,SUP003,2022-03-12,200,89,0,0.0029,无,无,接收,Inspector-2
QC000360,PO000360,MAT008,SUP010,2022-03-01,200,33,0,0.0047,无,无,接收,Inspector-3
QC000361,PO000361,MAT022,SUP008,2022-03-13,57,57,0,0.0006,无,无,接收,Inspector-3
QC000362,PO000362,MAT036,SUP006,2022-02-27,161,72,0,0.0034,无,无,接收,Inspector-1
QC000363,PO000363,MAT047,SUP015,2022-02-27,150,32,12,0.0844,材质问题,低,供应商返工,Inspector-1
QC000364,PO000364,MAT050,SUP009,2022-03-23,54,54,0,0.0028,无,无,接收,Inspector-2
QC000365,PO000365,MAT001,SUP005,2022-03-04,200,48,0,0.0007,无,无,接收,Inspector-5
QC000366,PO000366,MAT011,SUP011,2022-03-08,110,81,0,0.0033,无,无,接收,Inspector-3
QC000367,PO000367,MAT013,SUP016,2022-03-19,180,70,0,0.0015,无,无,接收,Inspector-5
QC000368,PO000368,MAT015,SUP005,2022-03-08,120,81,0,0.0023,无,无,接收,Inspector-1
QC000369,PO000369,MAT022,SUP008,2022-03-14,62,62,0,0.0015,无,无,接收,Inspector-2
QC000370,PO000370,MAT034,SUP014,2022-03-28,200,81,0,0.0009,无,无,接收,Inspector-4
QC000371,PO000371,MAT038,SUP006,2022-03-02,250,35,0,0.002,无,无,接收,Inspector-3
QC000372,PO000372,MAT041,SUP016,2022-03-21,100,100,0,0.0038,无,无,接收,Inspector-3
QC000373,PO000373,MAT044,SUP007,2022-03-09,50,50,0,0.0008,无,无,接收,Inspector-5
QC000374,PO000374,MAT003,SUP003,2022-03-19,80,80,0,0.0032,无,无,接收,Inspector-1
QC000375,PO000375,MAT022,SUP008,2022-03-14,23,23,0,0.001,无,无,接收,Inspector-3
QC000376,PO000376,MAT023,SUP012,2022-03-08,320,73,1,0.0048,轻微尺寸偏差,低,特殊批准使用,Inspector-2
QC000377,PO000377,MAT027,SUP005,2022-03-06,290,76,0,0.0015,无,无,接收,Inspector-5
QC000378,PO000378,MAT036,SUP006,2022-03-07,140,69,8,0.0592,功能缺陷,高,退回,Inspector-4
QC000379,PO000379,MAT039,SUP020,2022-03-15,300,81,9,0.0316,标签错误,低,折价接收,Inspector-4
QC000380,PO000380,MAT009,SUP019,2022-03-12,150,70,0,0.0033,无,无,接收,Inspector-3
QC000381,PO000381,MAT025,SUP007,2022-03-09,60,60,0,0.0007,无,无,接收,Inspector-3
QC000382,PO000382,MAT026,SUP016,2022-03-22,200,42,0,0.0042,无,无,接收,Inspector-2
QC000383,PO000383,MAT044,SUP007,2022-03-09,100,100,2,0.0221,功能缺陷,中,退回,Inspector-1
QC000384,PO000384,MAT001,SUP005,2022-03-14,100,100,0,0.0015,无,无,接收,Inspector-3
QC000385,PO000385,MAT013,SUP020,2022-03-15,140,65,0,0.0048,无,无,接收,Inspector-2
QC000386,PO000386,MAT022,SUP008,2022-03-17,40,40,0,0.0025,无,无,接收,Inspector-4
QC000387,PO000387,MAT034,SUP014,2022-03-21,100,100,2,0.0295,杂质混入,低,退回,Inspector-5
QC000388,PO000388,MAT036,SUP006,2022-03-06,170,80,0,0.0003,无,无,接收,Inspector-2
QC000389,PO000389,MAT050,SUP009,2022-03-14,120,48,0,0.003,无,无,接收,Inspector-3
QC000390,PO000390,MAT001,SUP005,2022-03-15,100,100,0,0.0014,无,无,接收,Inspector-1
QC000391,PO000391,MAT002,SUP006,2022-03-03,282,46,0,0.0013,无,无,接收,Inspector-1
QC000392,PO000392,MAT008,SUP006,2022-03-05,200,66,0,0.0031,无,无,接收,Inspector-5
QC000393,PO000393,MAT011,SUP011,2022-03-11,140,41,0,0.0008,无,无,接收,Inspector-4
QC000394,PO000394,MAT012,SUP004,2022-03-09,100,100,0,0.0035,无,无,接收,Inspector-1
QC000395,PO000395,MAT014,SUP010,2022-03-12,40,40,3,0.0806,尺寸偏差,低,供应商返工,Inspector-1
QC000396,PO000396,MAT015,SUP005,2022-03-15,200,100,0,0.0009,无,无,接收,Inspector-4
QC000397,PO000397,MAT030,SUP006,2022-03-02,102,37,0,0.0033,无,无,接收,Inspector-2
QC000398,PO000398,MAT033,SUP013,2022-04-01,420,37,0,0.0011,无,无,接收,Inspector-1
QC000399,PO000399,MAT046,SUP005,2022-03-10,110,72,0,0.0048,无,无,接收,Inspector-2
QC000400,PO000400,MAT048,SUP007,2022-03-23,240,61,0,0.0006,无,无,接收,Inspector-4
QC000401,PO000401,MAT031,SUP009,2022-03-22,100,100,0,0.0049,无,无,接收,Inspector-3
QC000402,PO000402,MAT036,SUP006,2022-03-05,180,78,15,0.0876,杂质混入,中,特殊批准使用,Inspector-4
QC000403,PO000403,MAT047,SUP002,2022-03-22,50,50,0,0.0031,无,无,接收,Inspector-1
QC000404,PO000404,MAT001,SUP005,2022-03-11,200,63,0,0.0024,无,无,接收,Inspector-4
QC000405,PO000405,MAT007,SUP003,2022-03-19,200,84,0,0.0002,无,无,接收,Inspector-1
QC000406,PO000406,MAT017,SUP015,2022-03-06,120,98,8,0.0709,材质问题,低,供应商返工,Inspector-3
QC000407,PO000407,MAT019,SUP007,2022-03-13,225,94,7,0.0344,包装破损,低,退回,Inspector-3
QC000408,PO000408,MAT022,SUP008,2022-03-20,77,77,0,0.0016,无,无,接收,Inspector-2
QC000409,PO000409,MAT023,SUP012,2022-03-14,200,41,17,0.0889,杂质混入,中,折价接收,Inspector-3
QC000410,PO000410,MAT044,SUP007,2022-03-17,90,90,0,0.0027,无,无,接收,Inspector-2
QC000411,PO000411,MAT046,SUP005,2022-03-15,130,86,0,0.0006,无,无,接收,Inspector-4
QC000412,PO000412,MAT047,SUP015,2022-03-05,50,50,0,0.0014,无,无,接收,Inspector-2
QC000413,PO000413,MAT050,SUP009,2022-03-19,180,33,10,0.0589,材质问题,高,折价接收,Inspector-1
QC000414,PO000414,MAT015,SUP005,2022-03-18,140,72,0,0.0028,无,无,接收,Inspector-1
QC000415,PO000415,MAT026,SUP016,2022-03-24,100,100,0,0.0018,无,无,接收,Inspector-5
QC000416,PO000416,MAT027,SUP005,2022-03-15,90,90,0,0.0006,无,无,接收,Inspector-3
QC000417,PO000417,MAT034,SUP014,2022-03-22,200,34,0,0.0006,无,无,接收,Inspector-2
QC000418,PO000418,MAT001,SUP005,2022-03-12,100,100,0,0.0039,无,无,接收,Inspector-4
QC000419,PO000419,MAT006,SUP020,2022-03-19,300,78,1,0.0042,轻微外观瑕疵,低,特殊批准使用,Inspector-4
QC000420,PO000420,MAT011,SUP011,2022-03-18,90,90,0,0.0049,无,无,接收,Inspector-3
QC000421,PO000421,MAT019,SUP001,2022-03-30,350,53,0,0.0014,无,无,接收,Inspector-2
QC000422,PO000422,MAT024,SUP005,2022-03-17,100,100,0,0.0049,无,无,接收,Inspector-1
QC000423,PO000423,MAT029,SUP007,2022-03-23,50,50,0,0.0023,无,无,接收,Inspector-2
QC000424,PO000424,MAT036,SUP006,2022-03-07,280,85,0,0.0006,无,无,接收,Inspector-5
QC000425,PO000425,MAT039,SUP016,2022-03-26,200,36,0,0.0028,无,无,接收,Inspector-5
QC000426,PO000426,MAT045,SUP005,2022-03-18,100,100,0,0.0028,无,无,接收,Inspector-3
QC000427,PO000427,MAT046,SUP005,2022-03-14,140,72,0,0.0047,无,无,接收,Inspector-5
QC000428,PO000428,MAT048,SUP007,2022-03-26,320,76,1,0.0038,轻微尺寸偏差,低,特殊批准使用,Inspector-3
QC000429,PO000429,MAT002,SUP006,2022-03-09,200,58,0,0.0035,无,无,接收,Inspector-1
QC000430,PO000430,MAT003,SUP018,2022-03-10,28,28,0,0.0006,无,无,接收,Inspector-1
QC000431,PO000431,MAT005,SUP005,2022-03-21,50,50,0,0.0004,无,无,接收,Inspector-2
QC000432,PO000432,MAT018,SUP014,2022-04-03,240,71,0,0.0026,无,无,接收,Inspector-4
QC000433,PO000433,MAT022,SUP008,2022-03-25,53,53,0,0.0022,无,无,接收,Inspector-5
QC000434,PO000434,MAT025,SUP007,2022-03-30,40,40,0,0.0041,无,无,接收,Inspector-4
QC000435,PO000435,MAT027,SUP005,2022-03-23,200,41,0,0.0002,无,无,接收,Inspector-2
QC000436,PO000436,MAT030,SUP016,2022-03-28,184,47,0,0.0028,无,无,接收,Inspector-5
QC000437,PO000437,MAT050,SUP009,2022-03-25,120,55,0,0.0013,无,无,接收,Inspector-3
QC000438,PO000438,MAT001,SUP005,2022-03-19,200,57,0,0.0033,无,无,接收,Inspector-2
QC000439,PO000439,MAT008,SUP006,2022-03-10,200,74,0,0.0031,无,无,接收,Inspector-4
QC000440,PO000440,MAT011,SUP004,2022-03-13,100,100,0,0.0024,无,无,接收,Inspector-1
QC000441,PO000441,MAT012,SUP004,2022-03-22,100,100,0,0.0027,无,无,接收,Inspector-2
QC000442,PO000442,MAT013,SUP020,2022-03-25,60,60,0,0.0047,无,无,接收,Inspector-5
QC000443,PO000443,MAT014,SUP010,2022-03-13,50,50,0,0.0004,无,无,接收,Inspector-1
QC000444,PO000444,MAT034,SUP014,2022-04-01,100,100,0,0.0017,无,无,接收,Inspector-5
QC000445,PO000445,MAT040,SUP002,2022-04-08,200,89,0,0.0032,无,无,接收,Inspector-2
QC000446,PO000446,MAT044,SUP007,2022-03-23,50,50,1,0.0275,外观不符,中,退回,Inspector-2
QC000447,PO000447,MAT047,SUP015,2022-03-09,47,47,0,0.0044,无,无,接收,Inspector-2
QC000448,PO000448,MAT003,SUP012,2022-03-25,80,80,0,0.0009,无,无,接收,Inspector-5
QC000449,PO000449,MAT015,SUP005,2022-03-20,120,73,0,0.0009,无,无,接收,Inspector-5
QC000450,PO000450,MAT019,SUP007,2022-04-01,300,87,0,0.0031,无,无,接收,Inspector-3
QC000451,PO000451,MAT020,SUP004,2022-03-16,50,50,1,0.0357,外观不符,中,特殊批准使用,Inspector-3
QC000452,PO000452,MAT036,SUP006,2022-03-12,145,38,0,0.0002,无,无,接收,Inspector-3
QC000453,PO000453,MAT044,SUP001,2022-04-03,96,96,0,0.0019,无,无,接收,Inspector-1
QC000454,PO000454,MAT046,SUP005,2022-03-15,180,88,0,0.0013,无,无,接收,Inspector-2
QC000455,PO000455,MAT001,SUP005,2022-03-15,100,100,0,0.0028,无,无,接收,Inspector-5
QC000456,PO000456,MAT013,SUP020,2022-03-26,120,72,0,0.0027,无,无,接收,Inspector-5
QC000457,PO000457,MAT021,SUP005,2022-03-21,200,36,0,0.0038,无,无,接收,Inspector-2
QC000458,PO000458,MAT024,SUP005,2022-03-17,300,83,0,0.0017,无,无,接收,Inspector-5
QC000459,PO000459,MAT025,SUP007,2022-03-31,80,80,0,0.0021,无,无,接收,Inspector-4
QC000460,PO000460,MAT026,SUP016,2022-03-31,100,100,0,0.0041,无,无,接收,Inspector-1
QC000461,PO000461,MAT027,SUP005,2022-03-16,90,90,0,0.0034,无,无,接收,Inspector-3
QC000462,PO000462,MAT034,SUP014,2022-04-03,300,76,1,0.0034,轻微外观瑕疵,低,特殊批准使用,Inspector-1
QC000463,PO000463,MAT043,SUP005,2022-03-21,55,55,0,0.0018,无,无,接收,Inspector-3
QC000464,PO000464,MAT045,SUP005,2022-03-23,100,100,0,0.0019,无,无,接收,Inspector-2
QC000465,PO000465,MAT050,SUP009,2022-03-29,113,47,0,0.0021,无,无,接收,Inspector-3
QC000466,PO000466,MAT032,SUP019,2022-03-20,290,78,1,0.0041,轻微尺寸偏差,低,特殊批准使用,Inspector-5
QC000467,PO000467,MAT036,SUP006,2022-03-13,205,46,0,0.0031,无,无,接收,Inspector-3
QC000468,PO000468,MAT038,SUP010,2022-03-17,150,37,0,0.0016,无,无,接收,Inspector-2
QC000469,PO000469,MAT046,SUP005,2022-03-18,720,39,0,0.0007,无,无,接收,Inspector-2
QC000470,PO000470,MAT001,SUP005,2022-03-21,200,69,0,0.0001,无,无,接收,Inspector-3
QC000471,PO000471,MAT002,SUP010,2022-03-16,300,59,0,0.0006,无,无,接收,Inspector-1
QC000472,PO000472,MAT009,SUP019,2022-03-19,200,41,0,0.0016,无,无,接收,Inspector-2
QC000473,PO000473,MAT013,SUP020,2022-03-29,120,34,0,0.0041,无,无,接收,Inspector-5
QC000474,PO000474,MAT016,SUP008,2022-03-29,206,80,0,0.001,无,无,接收,Inspector-2
QC000475,PO000475,MAT023,SUP012,2022-03-24,200,32,0,0.0025,无,无,接收,Inspector-3
QC000476,PO000476,MAT027,SUP005,2022-03-18,250,57,0,0.0004,无,无,接收,Inspector-1
QC000477,PO000477,MAT028,SUP017,2022-04-02,170,95,5,0.032,尺寸偏差,中,折价接收,Inspector-4
QC000478,PO000478,MAT029,SUP007,2022-03-24,125,49,0,0.0024,无,无,接收,Inspector-4
QC000479,PO000479,MAT034,SUP014,2022-03-28,100,100,0,0.0031,无,无,接收,Inspector-4
QC000480,PO000480,MAT047,SUP019,2022-03-20,90,90,0,0.0003,无,无,接收,Inspector-5
QC000481,PO000481,MAT005,SUP005,2022-03-22,80,80,0,0.0027,无,无,接收,Inspector-1
QC000482,PO000482,MAT009,SUP015,2022-03-16,200,53,0,0.0034,无,无,接收,Inspector-1
QC000483,PO000483,MAT022,SUP008,2022-03-30,25,25,0,0.0001,无,无,接收,Inspector-1
QC000484,PO000484,MAT044,SUP007,2022-03-24,50,50,0,0.0031,无,无,接收,Inspector-5
QC000485,PO000485,MAT019,SUP007,2022-04-06,300,77,1,0.0041,轻微尺寸偏差,低,特殊批准使用,Inspector-2
QC000486,PO000486,MAT022,SUP008,2022-04-08,52,52,4,0.079,清洁度不足,低,特殊批准使用,Inspector-3
QC000487,PO000487,MAT026,SUP016,2022-04-05,200,36,0,0.0011,无,无,接收,Inspector-1
QC000488,PO000488,MAT034,SUP014,2022-04-09,200,33,0,0.0011,无,无,接收,Inspector-4
QC000489,PO000489,MAT036,SUP006,2022-03-17,250,51,0,0.0037,无,无,接收,Inspector-3
QC000490,PO000490,MAT046,SUP005,2022-03-21,280,46,1,0.0044,轻微外观瑕疵,低,特殊批准使用,Inspector-3
QC000491,PO000491,MAT001,SUP005,2022-03-27,200,69,0,0.0048,无,无,接收,Inspector-5
QC000492,PO000492,MAT004,SUP005,2022-03-30,200,94,0,0.0028,无,无,接收,Inspector-4
QC000493,PO000493,MAT008,SUP014,2022-04-08,250,48,1,0.0043,轻微尺寸偏差,低,特殊批准使用,Inspector-5
QC000494,PO000494,MAT014,SUP006,2022-03-17,60,60,4,0.071,功能缺陷,中,特殊批准使用,Inspector-2
QC000495,PO000495,MAT015,SUP005,2022-03-31,180,95,0,0.0034,无,无,接收,Inspector-4
QC000496,PO000496,MAT027,SUP005,2022-03-28,350,83,0,0.0022,无,无,接收,Inspector-1
QC000497,PO000497,MAT033,SUP004,2022-03-19,300,89,0,0.0002,无,无,接收,Inspector-3
QC000498,PO000498,MAT042,SUP007,2022-04-03,80,80,0,0.0004,无,无,接收,Inspector-1
QC000499,PO000499,MAT013,SUP016,2022-04-05,100,100,0,0.0008,无,无,接收,Inspector-5
QC000500,PO000500,MAT014,SUP010,2022-03-23,50,50,0,0.0005,无,无,接收,Inspector-4
QC000501,PO000501,MAT018,SUP014,2022-04-10,160,60,0,0.0,无,无,接收,Inspector-4
QC000502,PO000502,MAT023,SUP012,2022-03-28,260,85,1,0.0046,轻微尺寸偏差,低,特殊批准使用,Inspector-5
QC000503,PO000503,MAT039,SUP020,2022-04-01,200,65,0,0.0029,无,无,接收,Inspector-4
QC000504,PO000504,MAT044,SUP007,2022-03-30,50,50,0,0.0041,无,无,接收,Inspector-3
QC000505,PO000505,MAT045,SUP005,2022-03-23,200,87,0,0.0009,无,无,接收,Inspector-4
