name,historical_period,building_type,administrative_region,latitude,longitude,protection_batch,construction_year,preservation_status,architectural_style,floor_area,height,description
扬州市南民居,元朝,民居,江苏省扬州市,31.10054695586819,116.7992060061981,4,1342,完好,江南水乡民居风格,1073.2519252518725,9.936036514813807,这是一座建于元朝（公元1342年）的民居，位于江苏省扬州市，建筑风格为江南水乡民居风格。建筑面积1073平方米，高9米，目前保存状况完好。是第4批重点文物保护单位。
延安市南园林,元朝,园林,陕西省延安市,22.44517810464753,114.98459488942521,2,1342,完好,岭南园林风格,876.6452422800295,8.390616302417417,这是一座建于元朝（公元1342年）的园林，位于陕西省延安市，建筑风格为岭南园林风格。建筑面积876平方米，高8米，目前保存状况完好。是第2批重点文物保护单位。
海淀区北佛塔,唐朝,佛塔,北京市海淀区,28.06087097493723,109.2311891496927,2,630,较好,地方特色风格,4953.950956062359,15.436378818051965,这是一座建于唐朝（公元630年）的佛塔，位于北京市海淀区，建筑风格为地方特色风格。建筑面积4953平方米，高15米，目前保存状况较好。是第2批重点文物保护单位。
苏州市中塔楼,清朝,塔楼,江苏省苏州市,29.770733758068246,106.8513902020405,5,1850,较好,传统建筑风格,3345.044504515582,19.565131928663593,这是一座建于清朝（公元1850年）的塔楼，位于江苏省苏州市，建筑风格为传统建筑风格。建筑面积3345平方米，高19米，目前保存状况较好。
湖州市西佛塔,唐朝,佛塔,浙江省湖州市,24.417080850785577,104.11208983743455,5,840,一般,地方特色风格,2170.875556768501,12.960296408918731,这是一座建于唐朝（公元840年）的佛塔，位于浙江省湖州市，建筑风格为地方特色风格。建筑面积2170平方米，高12米，目前保存状况一般。
漳州市西官邸,唐朝,官邸,福建省漳州市,21.771089294080262,110.9664945113977,4,632,完好,传统建筑风格,3804.3750165472234,19.497550516637393,这是一座建于唐朝（公元632年）的官邸，位于福建省漳州市，建筑风格为传统建筑风格。建筑面积3804平方米，高19米，目前保存状况完好。是第4批重点文物保护单位。
大同市南宫殿,宋朝,宫殿,山西省大同市,31.45480423055468,118.27163569246581,4,1090,较好,攒尖顶风格,14728.66402938978,25.675397233906022,这是一座建于宋朝（公元1090年）的宫殿，位于山西省大同市，建筑风格为攒尖顶风格。建筑面积14728平方米，高25米，目前保存状况较好。是第4批重点文物保护单位。
咸阳市中庙宇,宋朝,庙宇,陕西省咸阳市,37.18586594427607,113.44609867503202,6,971,一般,地方特色风格,1523.0829950607217,13.490431360308056,这是一座建于宋朝（公元971年）的庙宇，位于陕西省咸阳市，建筑风格为地方特色风格。建筑面积1523平方米，高13米，目前保存状况一般。
朝阳区西古城墙,唐朝,古城墙,北京市朝阳区,31.595588992742947,119.14149788142497,2,821,较好,传统建筑风格,3577.275606155717,10.449301765364824,这是一座建于唐朝（公元821年）的古城墙，位于北京市朝阳区，建筑风格为传统建筑风格。建筑面积3577平方米，高10米，目前保存状况较好。是第2批重点文物保护单位。
泉州市西民居,宋朝,民居,福建省泉州市,27.367531282389205,107.6407428888031,3,1190,较好,福建土楼风格,1167.6341204003947,6.064696153706275,这是一座建于宋朝（公元1190年）的民居，位于福建省泉州市，建筑风格为福建土楼风格。建筑面积1167平方米，高6米，目前保存状况较好。是第3批重点文物保护单位。
朝阳区中园林,明朝,园林,北京市朝阳区,31.58435843274419,115.16391466890222,1,1448,完好,岭南园林风格,3000.046024250887,16.105080383376084,这是一座建于明朝（公元1448年）的园林，位于北京市朝阳区，建筑风格为岭南园林风格。建筑面积3000平方米，高16米，目前保存状况完好。是第1批重点文物保护单位。
太原市北书院,清朝,书院,山西省太原市,24.59698186026065,118.4328511582396,6,1677,完好,地方特色风格,4051.1058233057747,11.990152445789198,这是一座建于清朝（公元1677年）的书院，位于山西省太原市，建筑风格为地方特色风格。建筑面积4051平方米，高11米，目前保存状况完好。
平遥县北钟楼,宋朝,钟楼,山西省平遥县,35.59604267297246,111.91759959627524,1,973,完好,传统建筑风格,2327.7805148540797,8.52578482225342,这是一座建于宋朝（公元973年）的钟楼，位于山西省平遥县，建筑风格为传统建筑风格。建筑面积2327平方米，高8米，目前保存状况完好。是第1批重点文物保护单位。
平遥县南钟楼,明朝,钟楼,山西省平遥县,32.62105238814443,112.66485284444774,4,1473,较好,地方特色风格,2699.072528431082,11.938250952371195,这是一座建于明朝（公元1473年）的钟楼，位于山西省平遥县，建筑风格为地方特色风格。建筑面积2699平方米，高11米，目前保存状况较好。是第4批重点文物保护单位。
西安市中宫殿,元朝,宫殿,陕西省西安市,39.29048866373884,102.25155209735667,3,1366,较好,宫廷建筑风格,34290.825115539425,18.194962080835683,这是一座建于元朝（公元1366年）的宫殿，位于陕西省西安市，建筑风格为宫廷建筑风格。建筑面积34290平方米，高18米，目前保存状况较好。是第3批重点文物保护单位。
西安市西桥梁,唐朝,桥梁,陕西省西安市,33.97591122858997,100.2376461982271,1,759,完好,传统建筑风格,2886.66137039751,15.429202648295181,这是一座建于唐朝（公元759年）的桥梁，位于陕西省西安市，建筑风格为传统建筑风格。建筑面积2886平方米，高15米，目前保存状况完好。是第1批重点文物保护单位。
苏州市北塔楼,元朝,塔楼,江苏省苏州市,20.232700506448566,104.07441524330383,7,1288,较差,传统建筑风格,1953.2558327453683,17.01084594828413,这是一座建于元朝（公元1288年）的塔楼，位于江苏省苏州市，建筑风格为传统建筑风格。建筑面积1953平方米，高17米，目前保存状况较差。
海淀区中宫殿,明朝,宫殿,北京市海淀区,33.96350201506447,108.25027903983806,5,1540,较好,攒尖顶风格,26302.335318837373,22.304734287369268,这是一座建于明朝（公元1540年）的宫殿，位于北京市海淀区，建筑风格为攒尖顶风格。建筑面积26302平方米，高22米，目前保存状况较好。
平遥县西戏台,元朝,戏台,山西省平遥县,38.18928343671685,102.78915884812034,4,1312,完好,地方特色风格,2470.6755729330357,18.696576243612924,这是一座建于元朝（公元1312年）的戏台，位于山西省平遥县，建筑风格为地方特色风格。建筑面积2470平方米，高18米，目前保存状况完好。是第4批重点文物保护单位。
南京市北城门,元朝,城门,江苏省南京市,38.056760416619944,107.47452558251292,3,1353,较好,传统建筑风格,3622.984547119387,12.175649526574778,这是一座建于元朝（公元1353年）的城门，位于江苏省南京市，建筑风格为传统建筑风格。建筑面积3622平方米，高12米，目前保存状况较好。是第3批重点文物保护单位。
湖州市北寺庙,唐朝,寺庙,浙江省湖州市,29.48454272739194,115.95898247802177,4,865,较好,宋代佛寺风格,40233.30304328152,22.352943469364043,这是一座建于唐朝（公元865年）的寺庙，位于浙江省湖州市，建筑风格为宋代佛寺风格。建筑面积40233平方米，高22米，目前保存状况较好。是第4批重点文物保护单位。
西安市南园林,唐朝,园林,陕西省西安市,30.307111843184195,114.61756088625026,3,789,较好,北方园林风格,1440.6442152813756,10.697211180609411,这是一座建于唐朝（公元789年）的园林，位于陕西省西安市，建筑风格为北方园林风格。建筑面积1440平方米，高10米，目前保存状况较好。是第3批重点文物保护单位。
湖州市南宫殿,元朝,宫殿,浙江省湖州市,34.83576640021271,106.68703892251966,1,1282,较好,攒尖顶风格,27129.36823540583,20.848708501733814,这是一座建于元朝（公元1282年）的宫殿，位于浙江省湖州市，建筑风格为攒尖顶风格。建筑面积27129平方米，高20米，目前保存状况较好。是第1批重点文物保护单位。
平遥县西鼓楼,宋朝,鼓楼,山西省平遥县,34.02372332930014,115.1445916439201,5,1060,一般,传统建筑风格,1215.5967584504306,13.662048611448219,这是一座建于宋朝（公元1060年）的鼓楼，位于山西省平遥县，建筑风格为传统建筑风格。建筑面积1215平方米，高13米，目前保存状况一般。
平遥县北园林,元朝,园林,山西省平遥县,28.785013926299193,117.71515149611972,3,1355,完好,江南园林风格,1593.826306761646,11.076886787480886,这是一座建于元朝（公元1355年）的园林，位于山西省平遥县，建筑风格为江南园林风格。建筑面积1593平方米，高11米，目前保存状况完好。是第3批重点文物保护单位。
平遥县南书院,明朝,书院,山西省平遥县,34.441537970936636,108.4646268409812,7,1546,完好,地方特色风格,1105.3480600893195,8.647940792959574,这是一座建于明朝（公元1546年）的书院，位于山西省平遥县，建筑风格为地方特色风格。建筑面积1105平方米，高8米，目前保存状况完好。
漳州市中钟楼,唐朝,钟楼,福建省漳州市,27.358556949021704,104.8072052069018,1,833,较好,传统建筑风格,554.5075795908513,8.107934303186296,这是一座建于唐朝（公元833年）的钟楼，位于福建省漳州市，建筑风格为传统建筑风格。建筑面积554平方米，高8米，目前保存状况较好。是第1批重点文物保护单位。
西安市北佛塔,明朝,佛塔,陕西省西安市,31.76062622803999,106.31642958935477,5,1574,一般,地方特色风格,564.29824192674,14.561922672050898,这是一座建于明朝（公元1574年）的佛塔，位于陕西省西安市，建筑风格为地方特色风格。建筑面积564平方米，高14米，目前保存状况一般。
福州市东桥梁,唐朝,桥梁,福建省福州市,24.777554931894976,100.97014410200197,3,882,较好,地方特色风格,4490.905153117362,12.236923544839089,这是一座建于唐朝（公元882年）的桥梁，位于福建省福州市，建筑风格为地方特色风格。建筑面积4490平方米，高12米，目前保存状况较好。是第3批重点文物保护单位。
西城区北佛塔,元朝,佛塔,北京市西城区,21.745969018592646,108.52782765167639,1,1283,较好,传统建筑风格,559.8388835081354,8.383440053912675,这是一座建于元朝（公元1283年）的佛塔，位于北京市西城区，建筑风格为传统建筑风格。建筑面积559平方米，高8米，目前保存状况较好。是第1批重点文物保护单位。
咸阳市东园林,宋朝,园林,陕西省咸阳市,30.014415876502174,118.23227368399623,1,1048,较好,岭南园林风格,2181.2582249311326,18.669370299024834,这是一座建于宋朝（公元1048年）的园林，位于陕西省咸阳市，建筑风格为岭南园林风格。建筑面积2181平方米，高18米，目前保存状况较好。是第1批重点文物保护单位。
海淀区东祠堂,清朝,祠堂,北京市海淀区,20.090117315318658,108.89605771914161,7,1649,完好,岭南祠堂风格,1435.7946880533457,6.833644802314097,这是一座建于清朝（公元1649年）的祠堂，位于北京市海淀区，建筑风格为岭南祠堂风格。建筑面积1435平方米，高6米，目前保存状况完好。
漳州市东城门,明朝,城门,福建省漳州市,33.22776113304467,114.78378269148045,5,1595,一般,传统建筑风格,1978.9709396281246,9.183195933291902,这是一座建于明朝（公元1595年）的城门，位于福建省漳州市，建筑风格为传统建筑风格。建筑面积1978平方米，高9米，目前保存状况一般。
